,nums,labels
0,四百; 九百九十一,1
40547,九百三十八; 九百九十六,1
40548,二十三; 二百九十六,1
40549,七百二十六; 四百七十三,0
40550,二百三十一; 九百十九,1
40551,二十四; 三百一,1
40552,八百; 三百三十九,0
40553,五百九十; 九百三十五,1
40554,六十五; 九百八十五,1
40555,九百十一; 百六十六,0
40556,二百八十二; 百四十八,0
40557,五百七; 七百七十七,1
40558,二百四十; 七百七十四,1
40559,四百四十三; 百二十二,0
40560,三百五十五; 六百八十五,1
40561,三百三十六; 八百二十二,1
40562,百二十八; 七百二十五,1
40563,四百七十二; 九百五十六,1
40564,六百一; 七百九,1
40565,五百四十九; 七百二十七,1
40566,七百六十二; 八百十六,1
40567,九百七十五; 百八十三,0
40568,九百四十; 百五十四,0
40569,五百七十五; 五百四十五,0
40570,二百三十二; 二百二,0
40571,九百三十; 六百九十一,0
40572,百三十八; 五百十三,1
40573,六百九十七; 二百四十,0
40574,三百二十三; 九百一,1
40575,二百二十八; 七百六十,1
40576,八百二十四; 六百八十五,0
40577,九百八十八; 九百八十四,0
40578,八百七十四; 七百六,0
40579,三百七十; 二百七十六,0
40580,九百五十二; 三百三十二,0
40581,五百六十二; 三百六十九,0
40582,二百二十四; 五百十,1
40583,三百九十一; 八百六十六,1
40584,五百七十六; 五百八十三,1
40585,三百十二; 九百二十,1
40586,八百四十; 百六十四,0
40587,四百九十五; 百三十五,0
40588,三百八十七; 七百四十一,1
40589,三百六十五; 四百五十三,1
40590,百三十二; 九百八十六,1
40591,百二十六; 八百十三,1
40592,八百八; 八百五十九,1
40593,百九十七; 三百一,1
40594,百九十三; 六百六,1
40595,四百八十四; 六百九十一,1
40596,九百七十二; 四百四十一,0
40597,九百四十七; 二百二十四,0
40598,百十二; 九百九十八,1
40599,七百八; 七百二十二,1
40600,七百九十九; 六百四十九,0
40601,百八十二; 三百八十五,1
40602,二十; 二百三十六,1
40603,七百四十; 四百十八,0
40604,九百九十六; 九百八十二,0
40605,三百六十八; 三百九十五,1
40606,二百四十三; 三百七十二,1
40607,四百三十七; 二百六十,0
40608,百十八; 六百三十四,1
40609,六百六十七; 二百三十三,0
40610,五百七十; 二百五十,0
40611,六百九十一; 九百七十,1
40612,九百十五; 八百四十二,0
40613,二百六十四; 三百三十一,1
40614,四百四十二; 八百二十三,1
40615,三百二; 五百九十,1
40616,二百五十五; 六百十三,1
40617,八百八十六; 三百二十一,0
40618,五百三十六; 七百三十七,1
40619,四百二十九; 百五十,0
40620,八百六十九; 百九十二,0
40621,六百二十七; 七百四十七,1
40622,三百十六; 九百一,1
40623,九百八十二; 九百八十九,1
40624,百四十二; 七百九十五,1
40625,八百四十八; 二百十二,0
40626,七百二十三; 五百五十,0
40627,四十一; 六百二十八,1
40628,九百七十五; 九百九十二,1
40629,六百三十四; 三百十,0
40630,五; 七百九十一,1
40631,五百十四; 三百五十五,0
40632,九百五; 二百八,0
40633,三百七十一; 四百二十四,1
40634,八百九十九; 九百七十三,1
40635,七百二十一; 八百五十四,1
40636,四百四十二; 二百四十七,0
40637,九百四十九; 五百六十七,0
40638,四百五十九; 九百五十九,1
40639,七十一; 百八十二,1
40640,五百八十九; 九百二十三,1
40641,八百十五; 二十三,0
40642,三百四十二; 三百九十,1
40643,二百八十八; 三十三,0
40644,九百八十二; 三百三十五,0
40645,四百三十八; 四百三,0
40646,六百三; 九百十一,1
40647,八百十二; 七百七十一,0
40648,百九十一; 七百五十一,1
40649,百; 六百七十五,1
40650,四十六; 三百九十一,1
40651,九百七十一; 七百二十五,0
40652,四百三十六; 七百三,1
40653,六百八; 百六十二,0
40654,八百十一; 百四十七,0
40655,九百三十三; 二百七十,0
40656,四百一; 七百五十九,1
40657,百五十九; 十四,0
40658,七百九十四; 五百十二,0
40659,九百六十; 七百三十,0
40660,四百八十二; 四百二十,0
40661,七百八十三; 四百十七,0
40662,五百三十八; 八百五十三,1
40663,八百六十七; 八百九十五,1
40664,三百四十九; 八百二十一,1
40665,六百四十一; 八百六十五,1
40666,四百八十六; 八百六十七,1
40667,三百十二; 七百三十九,1
40668,九百四十一; 七百五十,0
40669,七; 二百十六,1
40670,三百二十七; 八百九十,1
40671,百十四; 三百九十九,1
40672,六十四; 五百八十三,1
40673,三十九; 四百二,1
40674,六百二十八; 四十二,0
40675,二百八十六; 四百九十二,1
40676,三百二十八; 三百八十二,1
40677,二百四十一; 六百四十,1
40678,四百十九; 二百四十三,0
40679,四百七十八; 四百六十九,0
40680,七十八; 二百六十六,1
40681,二百八十九; 八百七,1
40682,九十; 二百四十一,1
40683,七百四十八; 二百七,0
40684,二百五十四; 六百六十二,1
40685,四百四十三; 二百十七,0
40686,百八十九; 三百九十,1
40687,四百十五; 三百十四,0
40688,百五十六; 九百二十五,1
40689,五百三十二; 五百十五,0
40690,八百; 八百二十七,1
40691,九百八十一; 六,0
40692,四百七十七; 五百十,1
40693,四百九十五; 四百七十一,0
40694,九百十九; 百六十三,0
40695,八百五十二; 八百十一,0
40696,六百十; 五十九,0
40697,十; 六百三十,1
40698,九百三十四; 百十九,0
40699,三百四十; 八百八十三,1
40700,八百三; 八百三十三,1
40701,四百八十二; 四百七十九,0
40702,六百十四; 八百五十一,1
40703,三百八十四; 七百十二,1
40704,四百五十六; 五百十九,1
40705,四百六十九; 三百三十,0
40706,九百四十; 九百二十八,0
40707,三百三十二; 六百六十四,1
40708,四百四十九; 二十二,0
40709,九十七; 七百三十六,1
40710,百七十二; 四百七十五,1
40711,五百三十四; 九百六十四,1
40712,七百八十九; 九十六,0
40713,三百七十九; 二百八十四,0
40714,七百九十六; 百五十四,0
40715,七百七十二; 三百十三,0
40716,八百四十九; 五百六十一,0
40717,四百一; 八百二十三,1
40718,二百三十九; 百九十四,0
40719,十七; 四百三十二,1
40720,四百三; 九百四十四,1
40721,三百八十八; 三百四十三,0
40722,八百八十; 九百三十五,1
40723,九百十一; 二百六十三,0
40724,二百七十四; 五百三十七,1
40725,七百七十一; 二百三十二,0
40726,八百九; 六百五十三,0
40727,九百四十九; 七百四十八,0
40728,八百九; 五百十一,0
40729,五百九十三; 五百二十六,0
40730,七百六十二; 五百十九,0
40731,九百二十三; 六百二十六,0
40732,四百八十九; 百四十,0
40733,五百四十七; 八百五十八,1
40734,四百四十七; 五百八,1
40735,四十一; 五百六十七,1
40736,三百八十五; 二百六十六,0
40737,三百八十七; 二百三十七,0
40738,七百八; 四百三十五,0
40739,二百三十四; 三百六十五,1
40740,三百四十六; 六百六十八,1
40741,六十九; 八百四十六,1
40742,五百九十七; 三百二十七,0
40743,百九十九; 三百八十四,1
40744,七百四十六; 百四十七,0
40745,六百十八; 二百十六,0
40746,二十一; 三百五十四,1
40747,七百三十六; 三百一,0
40748,二百二十八; 六百七十四,1
40749,九百八十五; 百四十,0
40750,九百七十九; 六百三十一,0
40751,三百九十一; 四百三十九,1
40752,七百二十三; 四百四十四,0
40753,二百九十七; 三百七十七,1
40754,百九十九; 五百三十一,1
40755,十四; 八百四,1
40756,六百七十一; 百八十一,0
40757,十九; 六百八,1
40758,五百九十九; 十一,0
40759,八百九十一; 二百五十九,0
40760,三百四十二; 四百七十一,1
40761,八百六十; 二百九十四,0
40762,六百三十九; 六百八十八,1
40763,二百十; 三百六十四,1
40764,八百二十七; 三百八十八,0
40765,八百三十; 九百十九,1
40766,二百三十七; 九百六十三,1
40767,百五十三; 七百十,1
40768,六百七十一; 八百七十六,1
40769,四百六十七; 八百七十九,1
40770,九百七十三; 四百八十二,0
40771,百五十三; 九百七十一,1
40772,四百三十三; 五百六十二,1
40773,五百二十; 八百五十九,1
40774,八百八十; 九百十,1
40775,五百六十六; 三百一,0
40776,二百六十一; 九百十七,1
40777,五百六; 八百八十九,1
40778,八百三十二; 五百九十,0
40779,八百一; 四百八,0
40780,六百八十七; 百九十九,0
40781,十九; 七百六十八,1
40782,五百十四; 五百五十九,1
40783,四百九十七; 六百四十五,1
40784,八百四十五; 三百六十九,0
40785,二百九十一; 五百三十一,1
40786,百五十七; 二百七十二,1
40787,四百六十六; 九百六十九,1
40788,七百六十五; 七百五十四,0
40789,百十一; 六百十四,1
40790,九十六; 六十,0
40791,八百八十四; 七百四,0
40792,三百五十八; 五百十九,1
40793,五百四十四; 八百二十四,1
40794,八百七十四; 九十三,0
40795,二百五十一; 三百六十六,1
40796,三百四十九; 二十七,0
40797,七百九十三; 百九,0
40798,四百一; 五百九十三,1
40799,八百四十九; 六百八十五,0
40800,八百七; 二百三十三,0
40801,五百六十六; 六百三十一,1
40802,六百四十七; 四百七,0
40803,五百四十三; 百九十四,0
40804,七百十五; 五百八十二,0
40805,三百四十二; 九百九十五,1
40806,二百九十一; 二百七十一,0
40807,十一; 六百三十四,1
40808,八百六十三; 六百九,0
40809,二百一; 三十九,0
40810,六百二十五; 四百三十二,0
40811,七百七十九; 八百九十四,1
40812,百七; 二百四,1
40813,五百七十六; 五百八十,1
40814,二百四十九; 九百五十八,1
40815,二百九十八; 百一,0
40816,三百五十八; 五百四十五,1
40817,三百五十二; 六百三十二,1
40818,二十八; 九百二十一,1
40819,二百四十二; 二十八,0
40820,五; 三百四十九,1
40821,五百十; 二百九十二,0
40822,八百十二; 七百九十一,0
40823,五百七十八; 六十二,0
40824,六百一; 三百八十三,0
40825,八百一; 二百十,0
40826,六百四十一; 三百三十九,0
40827,四百四十八; 三百八十八,0
40828,百八十六; 百三十,0
40829,五百五十六; 八百六十九,1
40830,七百十六; 六百七十八,0
40831,四百六十三; 八百三十六,1
40832,七百七十八; 八百九十五,1
40833,二百九十三; 七百二十九,1
40834,四百四十五; 六百六十九,1
40835,八百; 七百,0
40836,四百八十二; 八百七十五,1
40837,二百九十八; 八百七十九,1
40838,五百三十四; 百九十九,0
40839,九百四十; 三十四,0
40840,七百九十六; 百六十八,0
40841,六百九; 四百六十三,0
40842,二百八十八; 四百四十六,1
40843,百三十三; 三百五十,1
40844,九百九十三; 七十二,0
40845,七百五十; 七百六十九,1
40846,六百五十二; 百二十五,0
40847,五百九十四; 二百四十九,0
40848,八百九十九; 七百四十一,0
40849,七百八; 七百九十五,1
40850,七百八; 九百五十九,1
40851,五百四十五; 九百八十一,1
40852,四百六十四; 四百八十六,1
40853,三百九十四; 七百七十四,1
40854,五百六十二; 六百三十一,1
40855,五十二; 六百四十三,1
40856,二百八十三; 六百九十四,1
40857,十一; 六十一,1
40858,九百九十二; 八百三十,0
40859,七百七; 六十,0
40860,八十五; 九百四,1
40861,七百七十一; 九百十三,1
40862,二百九十; 三百三十六,1
40863,五百九十三; 四百七十八,0
40864,三百七十二; 八百八十二,1
40865,六百三十六; 三百三十五,0
40866,二百七十四; 二百十七,0
40867,四百九十三; 三百七十二,0
40868,九百九; 九百八十一,1
40869,六百九十五; 九百五十五,1
40870,三百四十二; 九百六十四,1
40871,三百七十五; 三百三十四,0
40872,八百六十三; 八百八,0
40873,三百五; 百二十三,0
40874,八百七十五; 三十六,0
40875,五百三; 七百三十一,1
40876,七百七十五; 二百二,0
40877,四百七十八; 八十五,0
40878,七百七十四; 百九十七,0
40879,八百十七; 六百六十二,0
40880,八百十六; 七十六,0
40881,五百八十五; 三百五十七,0
40882,九百二十; 九百五十六,1
40883,二百五十六; 五百五十八,1
40884,六百六十九; 七百十四,1
40885,二百十二; 九百九十四,1
40886,四百三十四; 九百七十一,1
40887,八百七十七; 六百十二,0
40888,六百十九; 三百二十七,0
40889,四百二十七; 七百四十六,1
40890,三百十七; 五百八十二,1
40891,八十三; 三百五十六,1
40892,九百五十八; 七百三十九,0
40893,五百五十八; 七百二十六,1
40894,四; 六百七十一,1
40895,三百六十三; 九百九十六,1
40896,二百六; 六百六十八,1
40897,五百三十九; 八百九十,1
40898,五百五十六; 七百十七,1
40899,六百六十三; 七百三十五,1
40900,七百四十九; 五百一,0
40901,五百六十六; 九百五十二,1
40902,百六十五; 百九十一,1
40903,七百三十九; 七百二十一,0
40904,六百三十七; 六百六十一,1
40905,六百八十; 七,0
40906,二百四十六; 八百三十三,1
40907,三百一; 七十三,0
40908,六百七; 四百四十三,0
40909,九百九十一; 四百七十二,0
40910,六百十九; 四百三十,0
40911,四百六十九; 八百七十二,1
40912,五百八; 百九十四,0
40913,九百四十三; 八百三十一,0
40914,七百八十九; 四十七,0
40915,六百五十; 五百六,0
40916,七百六十四; 七百九十七,1
40917,二百九十一; 五百四十一,1
40918,七十七; 五百二十,1
40919,八百三十三; 六,0
40920,百九十六; 八百八十八,1
40921,七百一; 五百十五,0
40922,八百六十四; 二百八,0
40923,八百五十七; 十,0
40924,六百三十; 六百十六,0
40925,三百七十九; 七百十七,1
40926,六百十四; 七百二十八,1
40927,三百十七; 六百二十二,1
40928,五十三; 七百十五,1
40929,五百三十五; 七百七十六,1
40930,六百八十五; 四百十三,0
40931,九十三; 三百二十四,1
40932,七百二十一; 七十五,0
40933,百六; 百七十六,1
40934,三百九十八; 九百五十二,1
40935,八百二十六; 四百四,0
40936,三百七十一; 六百八十八,1
40937,二百二十九; 八百六,1
40938,九百七十五; 八十五,0
40939,五百四; 七百十三,1
40940,六百十四; 五百九十一,0
40941,八百九十; 四十二,0
40942,百三十二; 四百五十四,1
40943,八百二十; 三百二十三,0
40944,七百七十七; 九百一,1
40945,六百三十六; 九百八十四,1
40946,九百二十; 四百七十二,0
40947,四百八十六; 四十,0
40948,三百四; 五百三十,1
40949,百九十; 五百四,1
40950,四十八; 四百二十七,1
40951,八百七十一; 八百五十八,0
40952,二百五; 五百六十六,1
40953,百八十一; 六百三十四,1
40954,九百七十七; 九十九,0
40955,六百四十七; 三百四十四,0
40956,百九十一; 三百七十八,1
40957,九百八十七; 五百三十六,0
40958,八百十八; 四百八十四,0
40959,八百六十六; 五百二十二,0
40960,四百二十一; 八百七十六,1
40961,四百三十; 百三十二,0
40962,八百七; 六十五,0
40963,九百十六; 四百十一,0
40964,百九十二; 九百十二,1
40965,二百四十八; 四百二十七,1
40966,九百四十八; 三百一,0
40967,二百三十一; 四百七十一,1
40968,二百六十七; 六百六十八,1
40969,千; 二百一,0
40970,百五; 七百四十二,1
40971,六十四; 五百二十四,1
40972,六百七十三; 二百六十七,0
40973,三十九; 七百八十六,1
40974,二百八十五; 五百八十八,1
40975,四十一; 七百十三,1
40976,九十; 五百五十五,1
40977,八百四十八; 六百二十五,0
40978,二百三十九; 千,1
40979,二百三十; 九百十九,1
40980,四百七十七; 五百三十四,1
40981,十九; 四百九十二,1
40982,百二十五; 九百九,1
40983,七百六十一; 八百三十,1
40984,五百八十九; 百二十五,0
40985,百六十五; 五百十七,1
40986,二百六; 七百七十四,1
40987,八百二十七; 百六十二,0
40988,三百二十八; 八百三十五,1
40989,三百二十; 六百五十五,1
40990,二百五十八; 九,0
40991,三十二; 二百二十四,1
40992,四百八; 二百五十六,0
40993,四百六十二; 九百十七,1
40994,九百九十三; 百三十五,0
40995,九百十一; 三百二十二,0
40996,四百八十八; 九百八十二,1
40997,百五十六; 四百二十,1
40998,三百九十八; 二百二十五,0
40999,四十三; 五百四十七,1
41000,百一; 六百八十一,1
41001,九百十三; 五百八十一,0
41002,六百四十九; 百,0
41003,百九十二; 六百四十六,1
41004,四百十七; 八百八十,1
41005,二百十六; 三百十一,1
41006,九百三十二; 七百八十五,0
41007,五百二十九; 八十六,0
41008,三十七; 二十七,0
41009,八百七; 四百三十七,0
41010,七百五十五; 二百十八,0
41011,五百八十一; 百九,0
41012,四百五十; 八百八十一,1
41013,七十五; 八百三十八,1
41014,八百九十五; 九百八十八,1
41015,百二十七; 百八十九,1
41016,六百三十四; 八百九十二,1
41017,八百一; 五百九十三,0
41018,七百五十三; 二百五十一,0
41019,百九十四; 九百六十二,1
41020,八百三十二; 五十七,0
41021,三十二; 八百六十三,1
41022,百七十四; 四百七十六,1
41023,百七十三; 六百十七,1
41024,六百四十; 八百三十九,1
41025,七百八十六; 七百十,0
41026,五百二十一; 九百四十九,1
41027,七百七十六; 五十三,0
41028,四百九十八; 四百五十五,0
41029,九百九十八; 二十三,0
41030,八百三十; 五百六十六,0
41031,二十六; 百七十一,1
41032,九百二十七; 七百八十七,0
41033,七百十二; 三十七,0
41034,四十六; 八百,1
41035,二百九十七; 七百三十六,1
41036,二百二十七; 六百五十二,1
41037,二百七十四; 九百二十九,1
41038,五十七; 六百八十九,1
41039,百二十七; 七百九十三,1
41040,五百八十五; 九百九十四,1
41041,三百八十; 七百八十七,1
41042,九百三十一; 四十五,0
41043,八百八十二; 九百八十六,1
41044,六百九十一; 三百三十八,0
41045,百九十一; 九百五十一,1
41046,百二十八; 四百十三,1
41047,四百九十三; 七百八十,1
41048,六十三; 七百五十八,1
41049,二百七十六; 六百五十九,1
41050,五百十九; 九百八十四,1
41051,八百七十七; 七百三十二,0
41052,八百十六; 三百四十八,0
41053,四百七十二; 七十九,0
41054,八百四十七; 七百八,0
41055,九百五十九; 八百六十七,0
41056,七百四十六; 百六十二,0
41057,七百六十九; 六百八十三,0
41058,六百四十三; 四百四十八,0
41059,七百八十三; 百四十八,0
41060,三百二十一; 四百八十八,1
41061,九百十八; 二百三十八,0
41062,八百四十; 五百十六,0
41063,二百三十二; 四百八十七,1
41064,五百九十二; 四百十二,0
41065,五百二十一; 八百二十七,1
41066,八百六十七; 七百二十七,0
41067,四百三十一; 七百三十九,1
41068,九百九十八; 六百九十二,0
41069,七百二十三; 九百十八,1
41070,九百九十八; 九百七十九,0
41071,二百八十; 六百一,1
41072,五百二十四; 三百二,0
41073,七百二十六; 六百九十六,0
41074,八百八十五; 十七,0
41075,六百十; 六百四十一,1
41076,六百二; 五百二十一,0
41077,六百五十六; 二十六,0
41078,三百十一; 五百八十六,1
41079,十一; 七百四十九,1
41080,四百八十一; 五百九十七,1
41081,三百九十九; 三百七十二,0
41082,九百四十八; 七百六十一,0
41083,六百六十; 二百七十四,0
41084,五百二十六; 八百六十,1
41085,四百六十; 二百二,0
41086,七百五十九; 五百二十八,0
41087,六百八十二; 三百四十六,0
41088,四百三; 四百二十八,1
41089,八百十七; 四十八,0
41090,四百九十三; 八百五十,1
41091,二十八; 六百三十五,1
41092,二百八十七; 六十一,0
41093,三十四; 九百八十五,1
41094,二百八十九; 八百四,1
41095,三百五十二; 九十六,0
41096,八百六十二; 九十二,0
41097,七百八十四; 三百六十一,0
41098,四百六十一; 八百九十二,1
41099,七百二十六; 二十二,0
41100,四十七; 四十六,0
41101,五百二十六; 九百三十二,1
41102,三百二十七; 八百九十一,1
41103,九百四十; 百八十三,0
41104,八百二十; 八百十五,0
41105,八百四十四; 四百八十九,0
41106,四百四十七; 九百四十三,1
41107,五百六十九; 二百三,0
41108,五百五十一; 三百三十六,0
41109,七百四十九; 七百三十五,0
41110,百十八; 六百十五,1
41111,二百八十; 四百二十七,1
41112,四百七十七; 六百九十四,1
41113,百十一; 二百六十七,1
41114,二百七十五; 十七,0
41115,九百四十三; 六百五十八,0
41116,八百四十五; 九百六十,1
41117,八百十; 九百八十五,1
41118,六百十一; 六百七十一,1
41119,八百七; 七百八十一,0
41120,十七; 五百五十四,1
41121,百六十八; 六百四,1
41122,六百二; 百八十六,0
41123,七百八十五; 八百七十五,1
41124,五十七; 八百六十七,1
41125,三百十七; 三百七十八,1
41126,八百四十四; 九百二十五,1
41127,九百二; 四百三十三,0
41128,百五十二; 五百七,1
41129,六百八十八; 九百四十一,1
41130,四十九; 六十九,1
41131,五百六十九; 五十一,0
41132,三百六十二; 百九十,0
41133,四百二十七; 二百十一,0
41134,八百四十八; 八百八十三,1
41135,四百九十七; 四百六十二,0
41136,九百七十二; 九百六十,0
41137,九百九十七; 百三十一,0
41138,七百五十六; 五百二十六,0
41139,二百四十九; 十八,0
41140,百六十二; 五百五十四,1
41141,八百十二; 三百二十,0
41142,九百九十五; 二百二十五,0
41143,百八十一; 九百三十九,1
41144,五百一; 八百六十六,1
41145,四百八十二; 九百四十七,1
41146,百四十九; 三百七十二,1
41147,八百四十七; 四百三十四,0
41148,六百五十三; 百八十六,0
41149,十六; 八百二十七,1
41150,二百十四; 二十二,0
41151,三百五十七; 六百十六,1
41152,六百四十四; 八百三十三,1
41153,百九十一; 五百二十三,1
41154,六百六十三; 七百九十六,1
41155,七百五十八; 九百二十四,1
41156,七百八十四; 九百五十三,1
41157,九百九十八; 百四十三,0
41158,三百十六; 八百三十二,1
41159,七十一; 二,0
41160,七十三; 三百十,1
41161,九百六十一; 十七,0
41162,百七十一; 六百三十七,1
41163,六百二十; 五百十三,0
41164,十二; 二百二十八,1
41165,七百十八; 七百九十八,1
41166,四百二十八; 二百六十一,0
41167,四百二十六; 四,0
41168,九百七十八; 六百一,0
41169,五百八十一; 九百五十四,1
41170,六十五; 六百四,1
41171,八百八十四; 五百七十三,0
41172,六百一; 二百五十四,0
41173,二百四十三; 五百八十,1
41174,九百三十九; 五百九十七,0
41175,二百七十五; 八百四十九,1
41176,六百九十七; 八百六十六,1
41177,六百三十; 三百六十一,0
41178,四百五十二; 百七十五,0
41179,四百九; 三百二十九,0
41180,三百三十三; 四百二十三,1
41181,二百一; 五百三十,1
41182,九百六十三; 九十五,0
41183,四百三十七; 九,0
41184,九百八; 二百六十七,0
41185,三百三十九; 四百五十,1
41186,八百四十二; 六百七十,0
41187,六百九十一; 六百四十七,0
41188,七百九; 三百六十八,0
41189,五百四; 二百三十一,0
41190,百十五; 百九十四,1
41191,四百八十七; 二百九十二,0
41192,五百五十四; 四百八十八,0
41193,五百六十四; 四百三十九,0
41194,四百四十九; 八百五十六,1
41195,二百三十一; 五十二,0
41196,二百; 七百五十,1
41197,二百七十八; 二百八十七,1
41198,四百七十九; 三百二十五,0
41199,三百二十七; 四百六十六,1
41200,九百六十九; 九百十二,0
41201,四十七; 五百七十三,1
41202,九十七; 六百二十一,1
41203,九百七十九; 三百五,0
41204,八百九十六; 二百三十,0
41205,四百六十; 八百二十七,1
41206,百十七; 五十六,0
41207,四百七十三; 二百一,0
41208,九百六十九; 百四十一,0
41209,二百四十; 四百七十八,1
41210,七百三十; 九十,0
41211,六百七十六; 七百九十九,1
41212,二百二十二; 三百四十三,1
41213,四十一; 六百十八,1
41214,九百五十五; 五百六十六,0
41215,八百二十; 八十一,0
41216,七百八十四; 九百四十,1
41217,七百二十八; 七百六十六,1
41218,八百八十八; 五百十三,0
41219,三百八十六; 二百七十七,0
41220,九百十六; 二百三,0
41221,八十五; 二百八十二,1
41222,百二十三; 九百二十一,1
41223,九百四; 三百八十八,0
41224,四百六十八; 七百十六,1
41225,五百二十九; 六百五十,1
41226,七百; 九百八十四,1
41227,十九; 六百九十,1
41228,十八; 五百七十一,1
41229,九; 六百八十五,1
41230,十一; 九百三十五,1
41231,九百五十八; 三百七十,0
41232,七百六十七; 九百二,1
41233,二百六十三; 七百五十四,1
41234,三百五十四; 二百四十七,0
41235,三百八十; 八百九十一,1
41236,二十一; 六百五十五,1
41237,七十七; 五百六十四,1
41238,二百二十; 二百四,0
41239,百七十三; 八十三,0
41240,三十一; 二百三十六,1
41241,二; 二百十七,1
41242,五十二; 六百十四,1
41243,八百十; 三百十,0
41244,三十六; 五百六十七,1
41245,百四十七; 六十八,0
41246,四百七十四; 二百五十一,0
41247,六百五十; 六百二十七,0
41248,三; 六百二十九,1
41249,八百四十四; 百十一,0
41250,九百七十; 五百九十一,0
41251,二十一; 四百八十二,1
41252,二百七十八; 五百六十六,1
41253,四百六十; 六百七十八,1
41254,四百七十九; 九百八十五,1
41255,百九十四; 六百四,1
41256,七百七十九; 八百二十三,1
41257,三百四十六; 二百七,0
41258,六十六; 四百六十七,1
41259,二百七十八; 七百二十三,1
41260,八百二十五; 六百四十一,0
41261,二百五; 七百三十三,1
41262,六百二十五; 五百二,0
41263,七百八十一; 六百九十一,0
41264,百四十二; 六百九十一,1
41265,八百一; 二百八十九,0
41266,五十二; 五百六十六,1
41267,八百五十九; 四百八十一,0
41268,六十一; 三百二十二,1
41269,四百六十六; 五百六十四,1
41270,七百九十六; 九百六十四,1
41271,二百十; 六百二十一,1
41272,百五十一; 百七十二,1
41273,七百九十二; 七百十六,0
41274,九百十二; 百三十九,0
41275,三百八十六; 二百九十一,0
41276,六百八十四; 百五十五,0
41277,九百九十六; 七百十八,0
41278,四百八十六; 二百九十三,0
41279,三百九十七; 百二,0
41280,三百八十三; 百八十二,0
41281,四百九十九; 二百八十七,0
41282,五百十八; 三百九十七,0
41283,四百十二; 六百四十八,1
41284,五百; 二百五十九,0
41285,六百八十二; 二百十二,0
41286,四百七十四; 七百四十,1
41287,六百六十一; 九百四十一,1
41288,五百九; 八百五十八,1
41289,五十三; 七百十二,1
41290,七百十三; 七百,0
41291,八十; 八百五十六,1
41292,六百三十四; 百六十六,0
41293,四百三十七; 九百五十三,1
41294,九百九十八; 六百十八,0
41295,九百四十; 七百七十二,0
41296,百八十五; 百六十二,0
41297,八百七十二; 九百四十七,1
41298,十三; 八百六十四,1
41299,四百十六; 二百八十七,0
41300,八百十六; 五百六十五,0
41301,九百五十六; 二百二十四,0
41302,二百二十; 六百三十,1
41303,八百六; 九百六十,1
41304,七百四十三; 八百六十九,1
41305,八百; 七百三十四,0
41306,百十三; 五百九十七,1
41307,七百七十二; 三百二十三,0
41308,七十四; 五百三十二,1
41309,八百八十一; 八百九十四,1
41310,百十四; 四百五十八,1
41311,二百三十六; 八百二十四,1
41312,六百九十七; 四百四十一,0
41313,六百九十二; 四百十九,0
41314,八百五十; 八百五十二,1
41315,九百九十六; 四百二,0
41316,六百三十九; 九百八十二,1
41317,百三十八; 八百九十五,1
41318,五百五十七; 八百七十九,1
41319,六百九十七; 八十六,0
41320,六百五十七; 六百七十,1
41321,五百五十七; 六百四十,1
41322,六百三十; 九百七十七,1
41323,六百三十四; 九百七十二,1
41324,二百八十二; 九百四十一,1
41325,二百二十八; 六百五十六,1
41326,五百九十一; 百六十一,0
41327,二百五十一; 九百二十二,1
41328,八百七十; 九百五十,1
41329,七百六十八; 四百六,0
41330,三百五; 五百五,1
41331,三百三; 十八,0
41332,四百二十七; 八百十七,1
41333,二百八十八; 七百七十一,1
41334,百四; 七百九十,1
41335,四百四; 五百六十六,1
41336,五百七十九; 八百七十七,1
41337,七百十六; 七百六十二,1
41338,二百六十八; 四十九,0
41339,三百八十四; 五百九十九,1
41340,七百三十二; 四百七十三,0
41341,三百二十五; 二百八十七,0
41342,九百七十; 四百三十四,0
41343,百八十八; 百八十四,0
41344,九百二十八; 百五十一,0
41345,六百四十三; 七百七十六,1
41346,九百七十二; 六百二十八,0
41347,七百三十五; 六百八十五,0
41348,八百七十一; 二十四,0
41349,七百四十七; 六百八十五,0
41350,九百六十九; 百五十三,0
41351,五百八十一; 六百五十七,1
41352,三百九十八; 六十二,0
41353,二百二十六; 五百三十,1
41354,八十; 二百三十四,1
41355,百十五; 六百三十三,1
41356,五百十七; 二百八十,0
41357,六百九十八; 六百十六,0
41358,三百三十; 三百六十四,1
41359,七百九十二; 九百十五,1
41360,二百七; 五百四十二,1
41361,六百二十六; 五十四,0
41362,三百三十一; 八十四,0
41363,五百三十一; 六百九十,1
41364,百二十九; 六百二十三,1
41365,九百九十九; 二百,0
41366,八百; 二百五十九,0
41367,二百四十五; 五百八十三,1
41368,三百八十一; 九百四十三,1
41369,九百八十五; 四百十九,0
41370,六百十七; 七十一,0
41371,七百七十一; 六百十五,0
41372,百十一; 四百四十二,1
41373,四百七; 百八十五,0
41374,二百六十八; 八百六十二,1
41375,二百二十二; 六百四十三,1
41376,七百五十五; 六十九,0
41377,八百四十七; 三百七十四,0
41378,七百七十四; 三百六,0
41379,六百二十五; 二百五十五,0
41380,三十六; 百九十一,1
41381,九十; 二百十一,1
41382,二百十二; 四百九,1
41383,六十二; 九百一,1
41384,九百; 四百十五,0
41385,五百三十二; 九百二十二,1
41386,七百六十九; 三百四,0
