,nums,labels
0,sekshundrede og femogtreds; syvhundrede og syvogtredive,1
42690,trehundrede og halvfems; firehundrede og ti,1
42691,sekshundrede og niogtredive; ottehundrede og seksogtredive,1
42692,trehundrede og femoghalvfems; ethundrede og fire,0
42693,ottehundrede og niogtredive; treoghalvfjerds,0
42694,tohundrede og otteoghalvtreds; trehundrede og toogfyrre,1
42695,femhundrede og enoghalvfems; syvhundrede og enoghalvfjerds,1
42696,otteoghalvfems; firehundrede og tooghalvtreds,1
42697,ethundrede og enogfirs; ethundrede og femoghalvfjerds,0
42698,sekshundrede og enogfyrre; syvhundrede og femogfyrre,1
42699,seksoghalvfjerds; nihundrede og otte,1
42700,trehundrede og atten; femhundrede og niogtreds,1
42701,tooghalvtreds; ottehundrede og seksogfirs,1
42702,ethundrede og tyve; ottehundrede og tredive,1
42703,ethundrede og enogtyve; fireoghalvfjerds,0
42704,ottehundrede og niogtredive; ottehundrede og niogfirs,1
42705,fem; trehundrede og treoghalvfjerds,1
42706,ethundrede og syvogfirs; ottehundrede og fireoghalvfems,1
42707,nihundrede og tolv; sekshundrede og nioghalvfems,0
42708,femhundrede og fireogtyve; trehundrede og seksogtreds,0
42709,nihundrede og enoghalvfjerds; trehundrede og tooghalvfems,0
42710,ottehundrede og enogtreds; trehundrede og femogtreds,0
42711,firehundrede og femoghalvtreds; firehundrede og syvogfyrre,0
42712,trehundrede og femoghalvfems; ottehundrede og ti,1
42713,sekshundrede og enogtredive; femhundrede og fireoghalvfems,0
42714,femhundrede og nioghalvfjerds; ethundrede og femogfirs,0
42715,seksoghalvtreds; fem,0
42716,syvhundrede og syvogtreds; otteoghalvfjerds,0
42717,syvhundrede og toogfyrre; femhundrede og toogtredive,0
42718,tohundrede og sytten; tohundrede og otteoghalvfjerds,1
42719,nihundrede og fireogfirs; ethundrede og otteogtredive,0
42720,ethundrede og tredive; femhundrede og seksogtredive,1
42721,seksogtreds; tooghalvfjerds,1
42722,firehundrede og syvoghalvtreds; ethundrede og tyve,0
42723,sekshundrede og enoghalvfjerds; tooghalvfjerds,0
42724,firehundrede og atten; tohundrede og fireogtredive,0
42725,toogfyrre; ethundrede og tooghalvtreds,1
42726,syvhundrede og seksogfirs; sekshundrede og nioghalvfjerds,0
42727,femhundrede og treoghalvfems; nihundrede og otteogtreds,1
42728,ottehundrede og seksogtredive; trehundrede og niogtreds,0
42729,ottehundrede og femten; sekshundrede og ni,0
42730,syvhundrede og syvogtreds; nihundrede og syv,1
42731,tohundrede og otteogfirs; firehundrede og halvfems,1
42732,ethundrede og syvogtyve; firehundrede og niogtreds,1
42733,firehundrede og fireoghalvfems; treoghalvfjerds,0
42734,tohundrede; sekshundrede og toogfyrre,1
42735,sekshundrede og niogfirs; sekshundrede og seksogtredive,0
42736,tredive; femhundrede og to,1
42737,treogtyve; firehundrede og treoghalvfjerds,1
42738,seksogfirs; nihundrede og enoghalvtreds,1
42739,ottehundrede og toogfirs; firehundrede og seksogfyrre,0
42740,trehundrede og fireoghalvfems; tohundrede og niogfyrre,0
42741,nihundrede og syvoghalvfjerds; tredive,0
42742,trehundrede og toogtyve; nihundrede og treoghalvfjerds,1
42743,syvhundrede og otteogtredive; ottehundrede og fireogfirs,1
42744,ottehundrede og tooghalvtreds; femhundrede og ni,0
42745,ottehundrede og femogfirs; ottehundrede og fireogtreds,0
42746,femhundrede og toogtreds; trehundrede og fireoghalvtreds,0
42747,tohundrede og seksten; sekshundrede og treoghalvfjerds,1
42748,tohundrede og firs; sekshundrede og otteogfirs,1
42749,trehundrede og seksogtyve; seksogfirs,0
42750,ottehundrede og syvogfirs; trehundrede og enoghalvfems,0
42751,femhundrede og tyve; ottehundrede og elleve,1
42752,firehundrede og otteogtreds; ethundrede og nioghalvfems,0
42753,tohundrede og seksogfyrre; ethundrede og fireoghalvfjerds,0
42754,ethundrede og seksogfirs; ottehundrede og fireoghalvfjerds,1
42755,syvhundrede og et; sekshundrede og fireogtreds,0
42756,femhundrede og tooghalvfjerds; firehundrede og tredive,0
42757,trehundrede og enogfyrre; firehundrede og femogfirs,1
42758,ethundrede og treoghalvfjerds; ethundrede og seksoghalvfems,1
42759,tohundrede og tredive; ethundrede og toogfirs,0
42760,ottehundrede og femogtreds; tohundrede og ni,0
42761,firehundrede og tooghalvtreds; femhundrede og nioghalvfems,1
42762,nihundrede og tooghalvfems; firehundrede og fireoghalvfems,0
42763,syvhundrede og tooghalvfems; tohundrede og enoghalvfems,0
42764,trehundrede og otteogtyve; otteogtreds,0
42765,sekshundrede og toogfirs; syvhundrede og tolv,1
42766,trehundrede og fireogtreds; firehundrede og tooghalvfems,1
42767,trehundrede og enoghalvfems; ottehundrede og enogfyrre,1
42768,trehundrede og treogfyrre; sekshundrede og niogfyrre,1
42769,fireogfirs; ottehundrede og fem,1
42770,firehundrede og fire; ottehundrede og ni,1
42771,sekshundrede og syvoghalvfems; trehundrede og syv,0
42772,trehundrede og nioghalvfems; femhundrede og toogfyrre,1
42773,syvhundrede og fjorten; nihundrede og otteoghalvfems,1
42774,nihundrede og ti; fireogfirs,0
42775,femhundrede og seksoghalvfems; tohundrede og syvogfyrre,0
42776,ottehundrede og treogfyrre; sekshundrede og otteogtreds,0
42777,seksogtyve; niogtreds,1
42778,femhundrede og enogfirs; tohundrede og seksogfirs,0
42779,syvhundrede og nitten; seksogfirs,0
42780,tohundrede og to; trehundrede og enogfirs,1
42781,ethundrede og treogtredive; femhundrede og treogtyve,1
42782,nihundrede og tooghalvfems; ottehundrede og treogtredive,0
42783,firehundrede og tretten; ethundrede og syvogtredive,0
42784,trehundrede og fireogfirs; firehundrede og fireoghalvfjerds,1
42785,nihundrede og enogfyrre; nihundrede og ni,0
42786,ottehundrede og seksogfirs; firehundrede og treogtreds,0
42787,femhundrede og tooghalvtreds; trehundrede og otteogtyve,0
42788,femhundrede og seks; firehundrede og femten,0
42789,tohundrede og tolv; ethundrede og fireogtredive,0
42790,femhundrede og toogfyrre; trehundrede og tredive,0
42791,femoghalvfjerds; ottehundrede og otteogfirs,1
42792,tohundrede og syvoghalvfems; ethundrede og toogfirs,0
42793,nihundrede og halvfems; trehundrede og fireoghalvtreds,0
42794,ethundrede og firs; sekshundrede og otteoghalvfems,1
42795,firehundrede og fireogtredive; nihundrede og fireogfyrre,1
42796,trehundrede og to; firehundrede og femten,1
42797,firehundrede og femogfirs; sekshundrede og tooghalvfjerds,1
42798,nihundrede og ni; ottehundrede og femoghalvfems,0
42799,ethundrede og toogfirs; nihundrede og femogfyrre,1
42800,femhundrede og femogfirs; firehundrede og nioghalvfems,0
42801,tohundrede og treoghalvfems; tohundrede og tooghalvfems,0
42802,ottehundrede og halvfjerds; ethundrede og halvfems,0
42803,ottehundrede og nitten; femhundrede og niogfirs,0
42804,trehundrede og tooghalvfems; femhundrede og otteogfyrre,1
42805,ottehundrede og tooghalvfems; femhundrede og tretten,0
42806,ottehundrede og femoghalvfjerds; ottehundrede og nioghalvtreds,0
42807,tohundrede og fireoghalvtreds; sekshundrede og otteoghalvfjerds,1
42808,tredive; syvhundrede og syvogtyve,1
42809,sekshundrede og halvfjerds; ethundrede og seksogfyrre,0
42810,trehundrede og fjorten; femhundrede og tolv,1
42811,firehundrede og treogtyve; firehundrede og seksogfyrre,1
42812,sekshundrede og toogfirs; seksten,0
42813,firehundrede og toogfirs; ottehundrede og seksten,1
42814,ni; sekshundrede og halvtreds,1
42815,sekshundrede og otteoghalvfjerds; syvhundrede og fireoghalvfjerds,1
42816,ottehundrede og halvfjerds; tohundrede og niogfirs,0
42817,tohundrede og syvogtredive; firehundrede og nioghalvfjerds,1
42818,syvhundrede og syvogtredive; nihundrede og syvogtredive,1
42819,firehundrede og otteoghalvtreds; nihundrede og enogtyve,1
42820,ottehundrede og nioghalvtreds; tohundrede og enogfyrre,0
42821,nihundrede og syvoghalvfems; nihundrede og et,0
42822,firehundrede og syvogtyve; tohundrede og syvoghalvfems,0
42823,trehundrede og toogfyrre; nihundrede og treoghalvfems,1
42824,femhundrede og tooghalvfems; ethundrede og syvoghalvfems,0
42825,nihundrede og otteogtreds; ethundrede og femogtyve,0
42826,nihundrede og seksten; ottehundrede og otteogfyrre,0
42827,trehundrede og enoghalvtreds; tohundrede og fireoghalvfems,0
42828,syvhundrede og syvogfyrre; femhundrede og enogfirs,0
42829,otteogtreds; ottehundrede og tooghalvfjerds,1
42830,trehundrede og fyrre; trehundrede og nioghalvfjerds,1
42831,ottehundrede og fyrre; femhundrede og treds,0
42832,sekshundrede og otteoghalvfems; trehundrede og toogtyve,0
42833,firehundrede og fireogfyrre; trehundrede og otteoghalvfjerds,0
42834,nihundrede og femogfirs; syvhundrede og femoghalvfjerds,0
42835,firehundrede og tretten; ottehundrede og seksoghalvfjerds,1
42836,firehundrede og seksoghalvtreds; sekshundrede og treogtyve,1
42837,sekshundrede og fireoghalvtreds; ottehundrede og fireoghalvfems,1
42838,femhundrede og treogfirs; sekshundrede og seksoghalvtreds,1
42839,ethundrede og syvogfirs; trehundrede og treogtredive,1
42840,nihundrede og syvogfirs; ottehundrede og fireoghalvfems,0
42841,tohundrede og otteoghalvtreds; sekshundrede og treogtredive,1
42842,ethundrede og fireogfirs; femhundrede og tretten,1
42843,ottehundrede og fireogtredive; femhundrede og niogfirs,0
42844,syvhundrede og halvtreds; sekshundrede og niogtredive,0
42845,femhundrede og tredive; otteogfirs,0
42846,ethundrede og niogtreds; trehundrede og femoghalvfems,1
42847,ottehundrede og enogfirs; sekshundrede og fireogtreds,0
42848,firehundrede og treogtreds; firehundrede og et,0
42849,toogfyrre; ethundrede og nitten,1
42850,femhundrede og seksoghalvfems; syvhundrede og otteoghalvtreds,1
42851,nihundrede; firehundrede og tooghalvtreds,0
42852,syvhundrede og firs; sekshundrede og syvogtreds,0
42853,trehundrede og enogtyve; trehundrede og treds,1
42854,ottehundrede og seksogfyrre; trehundrede og syv,0
42855,ottehundrede og elleve; tohundrede og treogfirs,0
42856,trehundrede og fireogfirs; ottehundrede og nitten,1
42857,nihundrede og fireogtreds; tooghalvtreds,0
42858,nihundrede og seksten; tohundrede og seksoghalvtreds,0
42859,femhundrede og niogfirs; ethundrede og tretten,0
42860,syvhundrede og seksogtreds; trehundrede og sytten,0
42861,syvhundrede og enogfyrre; tohundrede og tretten,0
42862,tohundrede og firs; seksogtredive,0
42863,tohundrede og fireogtredive; seksogfirs,0
42864,trehundrede og tre; firehundrede og niogfyrre,1
42865,trehundrede og treoghalvfjerds; ethundrede og seksoghalvtreds,0
42866,nihundrede og otteogtreds; nihundrede og fireoghalvtreds,0
42867,nihundrede og treoghalvfems; sekshundrede og toogfirs,0
42868,firehundrede og syvoghalvfems; femhundrede og syvogtredive,1
42869,sekshundrede og fem; trehundrede og fireoghalvfjerds,0
42870,syvogtreds; ottehundrede og syvogtredive,1
42871,nihundrede og treds; firehundrede og seksoghalvfjerds,0
42872,ethundrede og femogtreds; halvtreds,0
42873,ethundrede og elleve; nihundrede og seks,1
42874,firehundrede og fireogtredive; ethundrede og treoghalvfjerds,0
42875,firehundrede og nioghalvfems; ethundrede og nioghalvfjerds,0
42876,trehundrede og et; ethundrede og treds,0
42877,nioghalvfjerds; femhundrede og fireoghalvfjerds,1
42878,tohundrede og seksogfirs; tohundrede og tolv,0
42879,tohundrede og toogfyrre; enogtreds,0
42880,firehundrede og otte; firehundrede og otteogtreds,1
42881,ethundrede og nitten; nihundrede og syvogtredive,1
42882,tohundrede og toogfirs; firehundrede og femoghalvfjerds,1
42883,nihundrede og atten; syvhundrede og enogtredive,0
42884,firehundrede og to; nihundrede og halvfjerds,1
42885,syvhundrede og tolv; firehundrede og toogtredive,0
42886,firehundrede og enogfirs; tre,0
42887,firehundrede og niogfyrre; ottehundrede og tolv,1
42888,trehundrede og seksoghalvfems; nihundrede og fireogfirs,1
42889,femhundrede og halvtreds; ethundrede og fem,0
42890,trehundrede og syvogtyve; ethundrede og toogtreds,0
42891,ethundrede og fyrre; syvhundrede og syvogfirs,1
42892,ottehundrede og nioghalvfems; syvhundrede og syvoghalvtreds,0
42893,firehundrede og otteoghalvfems; syvhundrede og fjorten,1
42894,femhundrede og seksogfyrre; nihundrede og enoghalvfjerds,1
42895,firehundrede og fem; femhundrede og seksogtyve,1
42896,ethundrede og nitten; ethundrede og syvogtredive,1
42897,ethundrede og seksoghalvfjerds; syvogfirs,0
42898,tohundrede og niogfyrre; nihundrede og nioghalvfems,1
42899,enogtredive; ottehundrede og nioghalvfjerds,1
42900,ethundrede og enogtreds; firehundrede og treogtredive,1
42901,trehundrede og nioghalvfjerds; trehundrede og halvfems,1
42902,tohundrede og femogtyve; niogtreds,0
42903,sekshundrede; femhundrede og enoghalvtreds,0
42904,femhundrede og otteogfyrre; seksten,0
42905,firehundrede og fem; firehundrede og otte,1
42906,tohundrede og seksogtredive; firehundrede og fireoghalvfems,1
42907,sekshundrede og firs; trehundrede og femogtreds,0
42908,firehundrede og to; ottehundrede og sytten,1
42909,femhundrede og treogfyrre; ottehundrede og nitten,1
42910,femhundrede og enogtredive; ottehundrede og et,1
42911,syvhundrede og toogtyve; ethundrede og sytten,0
42912,tohundrede og fireoghalvfjerds; tohundrede og seksten,0
42913,ottehundrede og seksogfyrre; syvhundrede og syvoghalvtreds,0
42914,fireogfirs; tohundrede og otteogtreds,1
42915,femhundrede og enoghalvtreds; sekshundrede og syvogtredive,1
42916,femogtreds; tohundrede og fireoghalvtreds,1
42917,firehundrede og firs; femhundrede og treogfirs,1
42918,tohundrede og nitten; tohundrede og femoghalvtreds,1
42919,sekshundrede og fireogtreds; nihundrede og toogtredive,1
42920,ethundrede og fireoghalvtreds; firehundrede og tolv,1
42921,sekshundrede og halvtreds; firehundrede og femoghalvfjerds,0
42922,ethundrede og enogfirs; femhundrede og otteogtreds,1
42923,sekshundrede og firs; tohundrede og tooghalvfjerds,0
42924,trehundrede og sytten; firs,0
42925,femhundrede og fireoghalvfems; seksogtyve,0
42926,nihundrede og femogtyve; firehundrede og enogtreds,0
42927,ottehundrede og niogfirs; ethundrede og fireogtyve,0
42928,sekshundrede og seksoghalvfems; femoghalvfems,0
42929,syvhundrede og toogtyve; femhundrede og fem,0
42930,tohundrede og femten; nihundrede og toogtredive,1
42931,otteogtredive; ethundrede og syvogtyve,1
42932,fireogtreds; firehundrede og femten,1
42933,toogtreds; tohundrede og syvoghalvfems,1
42934,nihundrede og atten; syvhundrede og fireoghalvtreds,0
42935,syvhundrede og syvogtreds; firs,0
42936,nihundrede og fireoghalvfems; femhundrede og femogtyve,0
42937,firehundrede og fjorten; femhundrede og toogfirs,1
42938,ottehundrede og halvfjerds; ti,0
42939,syvhundrede og fireoghalvtreds; femogfirs,0
42940,ethundrede og treoghalvtreds; femhundrede og treogfirs,1
42941,tohundrede og fireogfyrre; femhundrede og halvfjerds,1
42942,syvhundrede og femoghalvfjerds; trehundrede og ni,0
42943,syvhundrede og fireogfyrre; ottehundrede og ti,1
42944,ethundrede og fire; nihundrede og tooghalvfems,1
42945,trehundrede og syvogtreds; tohundrede og treoghalvfjerds,0
42946,syvhundrede og fireoghalvfjerds; femhundrede og tooghalvfems,0
42947,trehundrede og otteogtyve; firehundrede og niogtreds,1
42948,toogfirs; ethundrede og otteogtyve,1
42949,firehundrede og enogtredive; tohundrede og fireogtreds,0
42950,ottehundrede og treogfirs; firehundrede og treogtyve,0
42951,ottehundrede og otteoghalvfjerds; sekshundrede og treogfirs,0
42952,nihundrede og fem; ottehundrede og otteogtyve,0
42953,sekshundrede og syvogfirs; fireoghalvtreds,0
42954,ethundrede og atten; trehundrede og syvogtredive,1
42955,sekshundrede og syvoghalvfjerds; ethundrede,0
42956,nihundrede og atten; ethundrede og tolv,0
42957,firehundrede og otteogfyrre; ethundrede og enogtreds,0
42958,femhundrede og seksoghalvtreds; nihundrede og enogtyve,1
42959,tohundrede og otteoghalvfems; femhundrede og femogtyve,1
42960,femhundrede og nioghalvtreds; nihundrede og firs,1
42961,femhundrede og treoghalvfjerds; tohundrede og treogfyrre,0
42962,femhundrede og tooghalvtreds; ethundrede og nioghalvtreds,0
42963,ottehundrede og syvoghalvfems; sekshundrede og treds,0
42964,syvhundrede og syv; femhundrede og seksogtyve,0
42965,ethundrede og fireogtredive; tohundrede og femoghalvtreds,1
42966,ethundrede og toogtyve; nihundrede og ni,1
42967,sekshundrede og fem; femhundrede og tretten,0
42968,ottehundrede og otteogtyve; ethundrede og tyve,0
42969,tohundrede og syvogfirs; tohundrede og seks,0
42970,tohundrede og sytten; nihundrede og fireoghalvtreds,1
42971,trehundrede og syv; syvhundrede og toogtredive,1
42972,ethundrede og firs; trehundrede og seksogtreds,1
42973,syvhundrede og fireogfirs; firehundrede og tredive,0
42974,femhundrede og niogtyve; sekshundrede og otteogtredive,1
42975,tohundrede og nioghalvfjerds; nihundrede og treogtreds,1
42976,ottehundrede og tre; ethundrede og treogfirs,0
42977,syvhundrede og femogfyrre; ethundrede og toogtyve,0
42978,nihundrede og enogfirs; ottehundrede og niogtredive,0
42979,femoghalvfems; ethundrede og syvogfirs,1
42980,nihundrede og seksogtredive; ottehundrede og enogfyrre,0
42981,ottehundrede og fire; syvhundrede og toogfyrre,0
42982,trehundrede og femogtredive; trehundrede,0
42983,enogfirs; treogtredive,0
42984,sekshundrede og niogtreds; firehundrede og niogtredive,0
42985,ethundrede og tretten; tohundrede og femoghalvtreds,1
42986,firehundrede og seksoghalvfjerds; trehundrede og syvogtredive,0
42987,tohundrede og halvfems; nihundrede og treoghalvfems,1
42988,tohundrede og fem; nihundrede og fire,1
42989,firehundrede og niogfirs; nihundrede og syvoghalvtreds,1
42990,firehundrede og seksoghalvfjerds; trehundrede og enogfyrre,0
42991,ethundrede og tretten; ottehundrede og nitten,1
42992,ethundrede og syvogtreds; trehundrede og seksten,1
42993,sekshundrede og otte; ottehundrede og halvfems,1
42994,trehundrede og ni; tohundrede og ti,0
42995,firehundrede og fireogfirs; femhundrede og fireogtredive,1
42996,nihundrede og tredive; tohundrede og syvoghalvfems,0
42997,sekshundrede og tooghalvfems; syvhundrede og femogtredive,1
42998,ethundrede og syvogtreds; trehundrede og femogfyrre,1
42999,femhundrede og enoghalvtreds; ottehundrede og et,1
43000,syvhundrede og syv; sekshundrede og fjorten,0
43001,ottehundrede og syvogtreds; trehundrede og tredive,0
43002,syvhundrede og treoghalvfems; firehundrede og fireoghalvtreds,0
43003,sekshundrede og seksogfirs; trehundrede og ni,0
43004,firehundrede og niogtyve; ottehundrede og fire,1
43005,sekshundrede og toogfirs; firehundrede og syvoghalvfems,0
43006,ethundrede og femogtyve; ethundrede og to,0
43007,treogtreds; trehundrede og tyve,1
43008,ethundrede og firs; ottehundrede og otteogtredive,1
43009,firehundrede og tolv; ottehundrede og seksogtredive,1
43010,nihundrede og fireoghalvtreds; firehundrede og syvoghalvfems,0
43011,trehundrede og to; ottehundrede og seksogtreds,1
43012,femhundrede og treogtyve; firehundrede og atten,0
43013,syvhundrede og tooghalvfjerds; nihundrede og toogfyrre,1
43014,syvhundrede og otteoghalvfjerds; femhundrede og atten,0
43015,ottehundrede og otteoghalvfems; ethundrede og tooghalvfjerds,0
43016,sekshundrede og seksogtreds; ottehundrede og syvogfyrre,1
43017,femhundrede og fireoghalvfems; nihundrede og treogfirs,1
43018,trehundrede og otteogfirs; nihundrede og syvogfyrre,1
43019,trehundrede og femoghalvfjerds; treogtreds,0
43020,ottehundrede og tooghalvfjerds; sekshundrede og seksogtreds,0
43021,firehundrede og syvogfyrre; sekshundrede og syvogtredive,1
43022,syvhundrede og syvoghalvtreds; tohundrede og treogtreds,0
43023,femhundrede og toogtredive; femhundrede og otteoghalvfems,1
43024,syvhundrede og treoghalvtreds; ottehundrede og femoghalvfjerds,1
43025,tohundrede og fireogtyve; femhundrede og otteoghalvtreds,1
43026,syvhundrede og seksogfirs; nihundrede og halvtreds,1
43027,ottehundrede og otte; sekshundrede og otteoghalvfems,0
43028,tohundrede og seks; sekshundrede og syvogfyrre,1
43029,tohundrede og otteogtreds; tohundrede og fireogtredive,0
43030,syvhundrede og otteogtreds; tohundrede og seks,0
43031,syvhundrede og fem; femhundrede og femoghalvfjerds,0
43032,femhundrede og femogtyve; nihundrede og enogtyve,1
43033,sekshundrede og fireogtredive; trehundrede og elleve,0
43034,trehundrede og fireoghalvfems; syvhundrede og otte,1
43035,ottehundrede og femten; femhundrede og otteogfyrre,0
43036,tohundrede og treoghalvfems; sekshundrede og fireogtredive,1
43037,femhundrede og fire; trehundrede og halvtreds,0
43038,tooghalvfjerds; femhundrede og syvogtyve,1
43039,tohundrede og elleve; femhundrede og tretten,1
43040,nihundrede og syvoghalvfjerds; ethundrede og treogtredive,0
43041,trehundrede og otteogtyve; sekshundrede og femogtredive,1
43042,nihundrede og halvfems; firehundrede og femoghalvtreds,0
43043,ottehundrede og otteoghalvtreds; firehundrede og halvfems,0
43044,seksogtredive; sekshundrede og treogfirs,1
43045,sekshundrede og to; ottehundrede og fireoghalvfems,1
43046,ottehundrede og femogfyrre; firehundrede og treoghalvfems,0
43047,tohundrede og fireogtreds; ethundrede og treogtyve,0
43048,trehundrede og enogfirs; sekshundrede og enogfyrre,1
43049,sekshundrede og femogtreds; nihundrede og fireogtyve,1
43050,syvhundrede og seksoghalvtreds; ottehundrede og treogtredive,1
43051,trehundrede og seksoghalvtreds; tohundrede og tredive,0
43052,enoghalvfems; tohundrede og fireogtyve,1
43053,trehundrede og enogtyve; ottehundrede og otte,1
43054,syvhundrede og tre; tohundrede og tredive,0
43055,ottehundrede og seksten; firehundrede og syvoghalvfjerds,0
43056,trehundrede og nioghalvtreds; tohundrede og otte,0
43057,trehundrede; nihundrede og femogtyve,1
43058,tohundrede og otteogtredive; ethundrede og fireogtyve,0
43059,ethundrede og seksoghalvtreds; firehundrede og syvogfyrre,1
43060,treogtreds; syvhundrede og seksogtredive,1
43061,ethundrede og otte; tohundrede og otte,1
43062,syvhundrede og seksoghalvfems; ottehundrede og enogtyve,1
43063,ethundrede og toogfyrre; trehundrede og otte,1
43064,femhundrede og halvtreds; ethundrede og sytten,0
43065,fireoghalvfems; ottehundrede og enogtyve,1
43066,sekshundrede og ti; tohundrede og femogtreds,0
43067,nihundrede og otteogtreds; femhundrede,0
43068,firehundrede og enogtyve; femogtyve,0
43069,tohundrede og otteogtyve; sekshundrede og fireogtreds,1
43070,nihundrede og syvoghalvfjerds; nihundrede og enoghalvfjerds,0
43071,nihundrede og seks; trehundrede og fireoghalvfjerds,0
43072,firehundrede og femogtyve; firehundrede og tolv,0
43073,sekshundrede og niogfyrre; tohundrede og fireogtreds,0
43074,trehundrede og seksoghalvfjerds; femhundrede og treogfyrre,1
43075,trehundrede og seksogtyve; syvhundrede og syvogtredive,1
43076,nihundrede og elleve; syvhundrede og otteogfyrre,0
43077,trehundrede og nitten; firehundrede og toogfyrre,1
43078,femhundrede og enogtredive; ottehundrede og syvoghalvtreds,1
43079,syvhundrede og niogfyrre; trehundrede og seksoghalvtreds,0
43080,nihundrede og fireogtredive; trehundrede og syvoghalvfjerds,0
43081,sekshundrede og tooghalvtreds; trehundrede,0
43082,tohundrede og treogfyrre; trehundrede og seksoghalvtreds,1
43083,femhundrede og seksogfyrre; ethundrede og femogtreds,0
43084,syvhundrede og nioghalvfjerds; trehundrede og treds,0
43085,ottehundrede og otteogtreds; to,0
43086,nihundrede og syvoghalvfems; ethundrede og treoghalvtreds,0
43087,tohundrede og enogfirs; fjorten,0
43088,ottehundrede og enogtredive; sekshundrede og otteoghalvfjerds,0
43089,ethundrede og treogfyrre; otteogtredive,0
43090,sekshundrede og et; syvhundrede og syvogtyve,1
43091,ottehundrede og enogtyve; nihundrede og syvogtredive,1
43092,femhundrede og nioghalvfems; firehundrede og enogfirs,0
43093,ethundrede og femogtredive; firehundrede og seksogfirs,1
43094,femhundrede og otteoghalvfjerds; treogtreds,0
43095,syvhundrede og niogfyrre; nihundrede og fjorten,1
43096,ottehundrede og enoghalvfjerds; firehundrede og firs,0
43097,sekshundrede og otte; ottehundrede og femoghalvfjerds,1
43098,ethundrede og femogfirs; syvhundrede og fireoghalvfjerds,1
43099,sekshundrede og enoghalvtreds; nihundrede og elleve,1
43100,nihundrede og otteoghalvtreds; niogfyrre,0
43101,tohundrede og tooghalvfjerds; ettusind,1
43102,ottehundrede og treogtyve; tohundrede og tooghalvfems,0
43103,syvhundrede og seksogfyrre; tohundrede og otte,0
43104,otteogfirs; enogtreds,0
43105,tohundrede og seksogtredive; otte,0
43106,tohundrede og enogtyve; tredive,0
43107,sekshundrede og fireoghalvfems; ethundrede og toogfirs,0
43108,sekshundrede og fjorten; tohundrede og nioghalvfjerds,0
43109,nihundrede og enoghalvfjerds; sekshundrede og et,0
43110,nihundrede og fireogfyrre; ottehundrede og elleve,0
43111,syvhundrede og niogfyrre; trehundrede og tredive,0
43112,syvhundrede og fireoghalvfjerds; syvhundrede og ni,0
43113,syvhundrede og otteogtyve; syvhundrede og enogtredive,1
43114,ottehundrede og tooghalvfems; syvogfirs,0
43115,ethundrede og nioghalvtreds; sekshundrede og treogfyrre,1
43116,toogfyrre; sekshundrede og fireogtredive,1
43117,tohundrede og halvtreds; sekshundrede og fyrre,1
43118,sekshundrede og seksoghalvtreds; firehundrede og niogtyve,0
43119,trehundrede og tyve; tohundrede og syvoghalvfems,0
43120,ottehundrede og seksoghalvtreds; ethundrede og otte,0
43121,nihundrede og toogtyve; femogtyve,0
43122,trehundrede og nioghalvtreds; firehundrede og toogtreds,1
43123,ethundrede og tredive; sekshundrede og tredive,1
43124,femhundrede og firs; femhundrede og fireogtredive,0
43125,firehundrede og femten; ottehundrede og niogfirs,1
43126,syvhundrede og enogfyrre; syvhundrede og treogfyrre,1
43127,syvhundrede og syvogtreds; sekshundrede og syvogtyve,0
43128,trehundrede og femoghalvfems; femhundrede og femoghalvfems,1
43129,tohundrede og otteoghalvfjerds; femhundrede og tretten,1
43130,syvhundrede og niogtyve; femhundrede og toogtyve,0
43131,sekshundrede og fireogtreds; syvhundrede og tolv,1
43132,trehundrede og treogtyve; sekshundrede og treogtredive,1
43133,ottehundrede og tretten; tooghalvfems,0
43134,ottehundrede og enogtredive; syvhundrede og niogfirs,0
43135,trehundrede og et; syvhundrede og femogfyrre,1
43136,femhundrede og fyrre; syvhundrede og enoghalvtreds,1
43137,femhundrede og fireogfyrre; enogtyve,0
43138,femhundrede og fireogtreds; femhundrede og nioghalvfems,1
43139,firehundrede og femogfirs; trehundrede og treoghalvfems,0
43140,syvhundrede og syvogtredive; firehundrede og elleve,0
43141,syvhundrede og ni; ethundrede og seksoghalvfjerds,0
43142,femhundrede og to; trehundrede og femten,0
43143,ottehundrede og seks; syvhundrede og otteogtyve,0
43144,tohundrede og nitten; ethundrede og seksoghalvtreds,0
43145,femhundrede og tredive; firehundrede og enogtyve,0
43146,firehundrede og tyve; ottehundrede og seksogfyrre,1
43147,nihundrede og tooghalvtreds; firehundrede og treogfirs,0
43148,firehundrede og seksoghalvtreds; ottehundrede og enogtyve,1
43149,trehundrede og seksogtyve; syvhundrede og syvogtyve,1
43150,firehundrede og tooghalvfjerds; tohundrede og halvfems,0
43151,ethundrede og treogtreds; tohundrede og fireoghalvfems,1
43152,treogfirs; syvhundrede og otteogtyve,1
43153,otteogtredive; ottehundrede og enogtyve,1
43154,trehundrede og femogtyve; firehundrede og nitten,1
43155,ottehundrede og femogfirs; trehundrede og enogfirs,0
43156,ethundrede og syvogtyve; tohundrede og otteogfirs,1
43157,nihundrede og treogtreds; firehundrede og femogtreds,0
43158,syvhundrede og femoghalvfems; femhundrede og treds,0
43159,niogtredive; ethundrede og toogfirs,1
43160,fem; ottehundrede og nitten,1
43161,trehundrede og otteoghalvfems; ethundrede og seksogfyrre,0
