,nums,labels
0,cent quarante huit; cent soixante dix neuf,1
34247,huit cent trois; sept cent cinquante neuf,0
34248,six cent cinquante huit; trois cent trente sept,0
34249,cent cinquante six; trois cent soixante dix,1
34250,cinq cent soixante; quatre cent quatre vingt quinze,0
34251,neuf cent quatre vingt un; huit cent huit,0
34252,six cent quatre vingt trois; huit cent dix huit,1
34253,trois cent quatre vingt huit; cent cinquante quatre,0
34254,neuf cent soixante et un; sept cent un,0
34255,cinq cent vingt quatre; sept cent quarante trois,1
34256,cinq cents; sept cent cinquante trois,1
34257,six cent quatre vingt un; soixante huit,0
34258,six cent soixante dix; quarante quatre,0
34259,cinq cent soixante dix neuf; trois cent quarante six,0
34260,trois cent cinquante cinq; deux cent quarante cinq,0
34261,quatre cent douze; huit cent quatre vingt douze,1
34262,sept cent soixante treize; neuf cent vingt huit,1
34263,trois cent quatre vingt deux; vingt sept,0
34264,cent vingt cinq; deux cent soixante trois,1
34265,cinq cent dix; trois cents,0
34266,cinq cent dix huit; cent vingt quatre,0
34267,six cent vingt quatre; neuf cent onze,1
34268,sept cent trente sept; sept cent soixante huit,1
34269,six cent six; sept cent seize,1
34270,six cent soixante huit; cinq cent soixante deux,0
34271,cinq cent quatre vingt douze; soixante et un,0
34272,neuf cent quatre; sept cent quatre vingts,0
34273,quatre vingt un; six cent soixante douze,1
34274,neuf cent quatre vingt cinq; trois cent quarante deux,0
34275,quatre cent soixante six; trois cent cinquante six,0
34276,quatre vingt deux; quatre cent cinquante sept,1
34277,trois cent soixante sept; deux cent trente cinq,0
34278,sept cent soixante dix; sept cent cinquante et un,0
34279,deux cent vingt neuf; cent vingt,0
34280,huit cent dix; huit cent quatre vingts,1
34281,six cent quatre vingt dix sept; deux cent quatre vingt huit,0
34282,huit cent soixante dix sept; quatre cent soixante dix sept,0
34283,six cent trente trois; cent vingt six,0
34284,quatre cent quatre vingt douze; trois cents,0
34285,quatre vingt neuf; six cent quarante cinq,1
34286,neuf cent cinquante sept; sept cent cinquante quatre,0
34287,neuf cent dix sept; sept cent soixante douze,0
34288,quatre cent dix; trois cent soixante trois,0
34289,cent cinquante six; huit cent quatre vingt onze,1
34290,soixante trois; deux cent quarante quatre,1
34291,cent cinquante deux; cinquante six,0
34292,cent soixante huit; trois cent quatre vingt cinq,1
34293,huit cent onze; trois cent sept,0
34294,neuf cent quarante sept; neuf cent quarante deux,0
34295,deux cent un; trois cent quatre vingt quatorze,1
34296,huit cent quatre vingt treize; trois cent trente deux,0
34297,huit cent soixante six; huit cent quarante et un,0
34298,neuf cent trente neuf; cinq cent cinquante quatre,0
34299,deux cent quarante sept; trois cent trente,1
34300,cinq cent vingt six; vingt deux,0
34301,trois cent dix; huit cent soixante six,1
34302,quatre cent dix neuf; huit cent quarante sept,1
34303,cent soixante dix huit; quinze,0
34304,huit cent douze; sept cent trente trois,0
34305,quarante sept; six cent onze,1
34306,trois cent soixante dix; huit cent dix sept,1
34307,neuf cent quarante cinq; quatre cent dix,0
34308,six cent trente quatre; six cent soixante sept,1
34309,cinq cent trente; cent quatre vingt quinze,0
34310,cent un; quatre cent quatre vingt dix sept,1
34311,cinq cent quatorze; cent douze,0
34312,cent vingt huit; cent quatre vingt onze,1
34313,deux cent trois; deux cent quatre vingt neuf,1
34314,quatre vingt douze; deux cent vingt neuf,1
34315,cinq cent soixante et un; huit cent dix huit,1
34316,quatre cent quarante; deux cent soixante huit,0
34317,six cent sept; sept cent quarante huit,1
34318,deux cent quatre vingt seize; trente deux,0
34319,huit cent quarante cinq; trois cent quatre vingt treize,0
34320,cinq cent quatre vingts; sept cent quatre vingt six,1
34321,cent quatre; trois cent cinquante et un,1
34322,cinq cent trente cinq; neuf cent soixante dix neuf,1
34323,huit cent quatre vingt sept; cinq cent quarante trois,0
34324,quatre cent quatre vingts; quatre cent cinquante cinq,0
34325,neuf cent cinquante deux; sept cent quatre vingt neuf,0
34326,sept cent six; cent soixante cinq,0
34327,trois cent quatre vingt trois; dix neuf,0
34328,neuf cent trente et un; huit cent soixante neuf,0
34329,six cent soixante six; cent douze,0
34330,cent quarante sept; cinq cent quatre vingts,1
34331,quatre vingt quatorze; cent trente cinq,1
34332,deux cent quatorze; cent soixante quatorze,0
34333,cinq cent quatre vingt sept; trois cent soixante sept,0
34334,neuf cent quarante quatre; neuf cent dix,0
34335,sept cent vingt sept; trois cent quatre vingt dix sept,0
34336,deux cent quarante; huit cent soixante dix sept,1
34337,huit cent dix neuf; cinq cent quarante six,0
34338,cent soixante trois; deux cent cinquante neuf,1
34339,neuf cent quarante et un; neuf cent quatorze,0
34340,trois cent soixante deux; trois cent soixante quatre,1
34341,sept cent soixante sept; cinq cent soixante douze,0
34342,six; trois cent soixante sept,1
34343,huit cent trente huit; cent vingt huit,0
34344,huit cent trente; cent vingt sept,0
34345,cent cinquante neuf; huit cent quatre vingt treize,1
34346,cent quatre vingt dix; trois cent cinq,1
34347,deux cent quinze; cent soixante,0
34348,cent soixante dix; neuf cent vingt huit,1
34349,trois cent quatre vingt dix sept; quarante et un,0
34350,cent soixante cinq; six cent cinquante cinq,1
34351,neuf cent soixante et onze; trois cent quatre vingt huit,0
34352,trois cent dix huit; neuf,0
34353,huit cent cinquante six; trois cent soixante treize,0
34354,cent quarante huit; deux cent vingt sept,1
34355,sept cent soixante dix neuf; vingt deux,0
34356,quatre cent six; deux cent quatre vingt treize,0
34357,sept cent quarante; cinq cent soixante quatre,0
34358,quarante huit; neuf cent soixante deux,1
34359,cinq cent soixante deux; cinq cent soixante dix neuf,1
34360,neuf cent cinquante neuf; trois cent quatre vingt quatre,0
34361,huit cent quatre vingt cinq; quatre cent quarante et un,0
34362,trois cent cinq; deux cent soixante quinze,0
34363,cent soixante cinq; cinq cent quatre vingt deux,1
34364,neuf cent douze; huit cent quarante cinq,0
34365,cent trente deux; quatre cent quatre vingt douze,1
34366,vingt deux; huit cent trente trois,1
34367,huit cent quatre vingt dix sept; cinq cent trente cinq,0
34368,neuf cent soixante treize; trois cent quarante six,0
34369,trois; deux cent quatre vingt quatorze,1
34370,cinq cent cinquante trois; cinquante,0
34371,cinq cent trente trois; quatre cent trente six,0
34372,sept cent vingt neuf; six cent cinquante deux,0
34373,sept cent cinquante neuf; huit cent quatre vingt trois,1
34374,sept cent quatre vingt cinq; neuf cent soixante dix neuf,1
34375,six cent trente six; cinq cent cinquante,0
34376,trente sept; neuf cent vingt trois,1
34377,trois cent quatre vingt cinq; neuf cent soixante et onze,1
34378,cinq cent soixante six; quatre cent quarante quatre,0
34379,huit cent cinquante quatre; sept cent six,0
34380,six cent quatre vingt neuf; huit cent vingt neuf,1
34381,huit cent soixante huit; quatre cent onze,0
34382,neuf cent huit; deux cent soixante dix,0
34383,quatre vingt huit; cinquante neuf,0
34384,cinquante sept; huit cent quatre vingt treize,1
34385,six cent soixante dix huit; quatre cent quatre vingt onze,0
34386,quatre cent trente; vingt quatre,0
34387,six cent vingt six; trois cent soixante sept,0
34388,sept cent cinquante et un; quatre cent vingt six,0
34389,quatre cent cinquante sept; deux cent douze,0
34390,six cent quarante huit; trois cent quarante cinq,0
34391,six cent quatre; quatre cent soixante trois,0
34392,cent dix; quatre cent soixante huit,1
34393,sept cent vingt sept; cinq cent vingt trois,0
34394,vingt deux; cinq cent soixante dix huit,1
34395,vingt trois; sept cent quatre vingt quatorze,1
34396,neuf cent vingt deux; cent vingt sept,0
34397,sept cent soixante dix sept; cent quatre vingt quatre,0
34398,huit cent cinquante trois; deux cent quarante,0
34399,cent soixante treize; huit cent vingt sept,1
34400,neuf cent quarante six; sept cent quatre vingt dix,0
34401,douze; vingt cinq,1
34402,neuf cent soixante six; trois cent soixante trois,0
34403,trois cent trente sept; huit cent quatre vingt quatre,1
34404,quatre cent quatre vingt six; deux cent vingt,0
34405,cinq cent soixante seize; six cent soixante neuf,1
34406,quatre cent quatre vingt seize; treize,0
34407,cinq cent quarante six; trois cent soixante six,0
34408,deux cent soixante six; quatre cent sept,1
34409,neuf cent douze; huit cent deux,0
34410,deux cent soixante sept; huit cent quatre vingt six,1
34411,cinq cent cinquante et un; deux cent soixante treize,0
34412,six cent vingt; six cent quatre vingt dix sept,1
34413,quatre cent quatre vingt seize; quatre cent vingt trois,0
34414,neuf cent vingt et un; sept cent quatre vingt quatorze,0
34415,cent quatre vingt trois; cent quarante six,0
34416,cent dix; six cent vingt huit,1
34417,soixante douze; quatre cent quarante huit,1
34418,cent quatre vingt un; cent soixante deux,0
34419,deux cent soixante dix; cinq cent quatre vingt huit,1
34420,huit cent quatre vingts; trois cent soixante dix,0
34421,cent trente deux; huit cent trois,1
34422,huit cent cinq; quatre cent quarante et un,0
34423,huit cent quarante neuf; huit cent vingt cinq,0
34424,cent cinquante neuf; neuf cent cinquante deux,1
34425,neuf cent vingt neuf; huit cent quatre vingt dix huit,0
34426,six cent soixante sept; sept cent neuf,1
34427,sept cent soixante et onze; huit cent quatre vingt douze,1
34428,six cent vingt; trois cent soixante treize,0
34429,quarante sept; cent quatre vingt dix sept,1
34430,neuf cent soixante sept; cent soixante douze,0
34431,sept cent cinq; quatre cent sept,0
34432,deux cent dix huit; huit cent quatre vingt sept,1
34433,trois cent quatre vingt trois; seize,0
34434,sept cent soixante dix neuf; cinq cent trente sept,0
34435,huit cent trente; quatre cent quatorze,0
34436,cinq cent cinquante; deux cent douze,0
34437,cent deux; neuf cent quatre vingt six,1
34438,deux cent dix sept; cent quarante,0
34439,cent quatre vingt deux; cinq cent vingt huit,1
34440,cinq cent vingt; deux cent quatre vingt seize,0
34441,quatre cent quatorze; neuf cent soixante,1
34442,quatre cent cinquante neuf; huit cent six,1
34443,deux cent cinquante; quatre cent soixante sept,1
34444,deux cent dix huit; trois cent soixante huit,1
34445,cent cinquante six; neuf cent deux,1
34446,huit cent deux; cent vingt,0
34447,cinq cent quatre vingt deux; deux cent cinquante,0
34448,six cent soixante douze; six cent soixante dix huit,1
34449,six cent quatre vingt onze; neuf cent quarante deux,1
34450,six cent soixante; neuf cent neuf,1
34451,neuf cent quatre vingt onze; cent soixante douze,0
34452,vingt sept; vingt cinq,0
34453,cinq cent trente six; quatre vingt trois,0
34454,trois cent quatre vingt quatre; quatre vingt cinq,0
34455,huit cent quatre; neuf cent cinquante quatre,1
34456,cent vingt neuf; cinq cent quatre vingt neuf,1
34457,cinq cent cinquante neuf; trois cent quatre vingt trois,0
34458,cent quatre vingt onze; cent,0
34459,cinq cent dix neuf; deux cent trente deux,0
34460,six cent vingt six; cinq cent un,0
34461,neuf cent trente sept; huit cent cinquante huit,0
34462,sept cent soixante quatorze; vingt quatre,0
34463,trois cent soixante quatre; trois cent seize,0
34464,huit cent vingt sept; huit cent soixante cinq,1
34465,cinq cent quatre vingt seize; trois cent vingt cinq,0
34466,cinq cent quarante deux; sept cent quatre vingt sept,1
34467,huit cent cinquante; deux cent cinquante neuf,0
34468,trois cent cinquante et un; cent quarante six,0
34469,six cent soixante neuf; neuf cent quarante quatre,1
34470,deux cent vingt; deux cent quarante quatre,1
34471,vingt trois; six cent six,1
34472,cinq cent soixante quinze; cinq cent quatre vingt sept,1
34473,quatre cent trente huit; cinq cent vingt deux,1
34474,cinq cent quatre vingt neuf; cent vingt trois,0
34475,trois cent quarante trois; six cent quatre vingt treize,1
34476,six cent quinze; quatre cent quatre vingt trois,0
34477,six cent vingt six; trois cent quarante,0
34478,cinquante deux; neuf cent quatre vingt dix huit,1
34479,cinq cent cinquante; cent soixante sept,0
34480,quatre cent cinquante huit; cent quatre vingt trois,0
34481,trois cent quatre vingt dix; six cent quatre vingt treize,1
34482,cinq cent soixante et onze; deux cent cinquante huit,0
34483,cinq cent quatre vingt deux; sept cent vingt six,1
34484,sept cent quatre vingt douze; huit cent cinquante et un,1
34485,quatre cent quarante; cent vingt trois,0
34486,vingt sept; quatre cent trente,1
34487,trois cent trente six; sept cent soixante,1
34488,trois cent quatre vingt six; deux cent six,0
34489,huit cent quatre vingt onze; sept cent soixante quatorze,0
34490,six cent quatre; quatorze,0
34491,quatre cent quatre vingt sept; cent cinquante trois,0
34492,neuf cent quatre vingt quatre; six cent un,0
34493,cinq cent soixante dix sept; trois cent soixante et un,0
34494,soixante quatorze; trois cent treize,1
34495,cinq cent soixante; quatre vingt neuf,0
34496,sept cent dix neuf; deux cent quatre vingt trois,0
34497,six cent quarante; six cent quarante et un,1
34498,six cent cinquante six; trois cent neuf,0
34499,quatre cent trente six; neuf cent seize,1
34500,neuf cent soixante quinze; neuf cent trente neuf,0
34501,quatre cent seize; quatre cent quarante six,1
34502,sept cent quatre; neuf cent un,1
34503,trois cent quatre vingt onze; sept cent soixante neuf,1
34504,quatre cent quatre vingt dix huit; deux cent huit,0
34505,cent soixante dix sept; trois cent onze,1
34506,trois cent quatre vingt quinze; huit cent cinq,1
34507,quatre cent cinquante six; cinq cent quatre vingts,1
34508,trois cent soixante huit; quatre cent quatre vingt neuf,1
34509,deux cent dix huit; sept cent soixante neuf,1
34510,trois cent quarante et un; cent cinq,0
34511,deux cent quatre vingt un; trois cent dix huit,1
34512,neuf cent sept; trois cent six,0
34513,sept cent soixante dix huit; deux cent soixante six,0
34514,deux cent vingt huit; sept cent trente deux,1
34515,sept cent quatre vingt quatorze; quatre cent soixante dix huit,0
34516,cent cinquante et un; cent cinquante six,1
34517,cinq cent quatre vingt onze; neuf cent quarante trois,1
34518,cinq cent soixante quatorze; six cent cinquante quatre,1
34519,cinq cent soixante neuf; sept cent quarante trois,1
34520,six cent vingt sept; deux cent quatre,0
34521,quatre cent trois; sept cent quatre vingt dix neuf,1
34522,quatre vingt treize; sept cent soixante trois,1
34523,quatre cent trente neuf; soixante dix neuf,0
34524,deux cent trente neuf; quatre cent quatre vingt deux,1
34525,huit cent vingt six; cent trois,0
34526,sept cent soixante seize; neuf cent trente,1
34527,neuf cent quatre vingt quatorze; huit cent soixante douze,0
34528,huit cent trois; quatre cent cinquante quatre,0
34529,cent quatre vingt trois; six cent soixante huit,1
34530,quatre cent soixante et un; trente quatre,0
34531,trois cent soixante deux; six cent soixante quatre,1
34532,quatre vingt un; cent trente huit,1
34533,cinq cent soixante dix; huit cent vingt trois,1
34534,six cent quatre vingt huit; deux cent seize,0
34535,sept cent quatre vingt quinze; deux cent vingt neuf,0
34536,cent cinquante trois; six cent onze,1
34537,cent vingt cinq; neuf cent quatre vingt quatre,1
34538,six cent quatre; deux cent quatre vingt quatorze,0
34539,cinq cent vingt six; six cent trente cinq,1
34540,trois cent onze; neuf cent huit,1
34541,soixante deux; quatre cent trente cinq,1
34542,cent quatre vingt seize; cent soixante et un,0
34543,six cent quarante deux; cinq cent soixante quinze,0
34544,trois cent seize; cinq cent trente quatre,1
34545,cinq cent quatre vingt quinze; vingt et un,0
34546,cent cinquante six; cent vingt trois,0
34547,huit cent soixante et un; six cent quatre vingt trois,0
34548,huit cent quatre vingt douze; trois cent soixante dix huit,0
34549,quatre vingt quinze; quatre cent quatre vingt onze,1
34550,soixante trois; deux cent quatre vingt deux,1
34551,quatre cent soixante huit; cent dix,0
34552,cinq cent quinze; quatre cent soixante huit,0
34553,deux cent soixante six; quatre cent soixante,1
34554,quatre cent onze; quatre cent vingt deux,1
34555,cinq cent trente cinq; six cent cinq,1
34556,cent dix; huit cent quarante trois,1
34557,cent trente cinq; cent soixante et onze,1
34558,six cent soixante deux; cent vingt quatre,0
34559,trois cent quarante deux; cinq cent cinquante cinq,1
34560,huit cent quarante quatre; cinq cent cinquante cinq,0
34561,cent cinq; cinq cent trente six,1
34562,quatre cent quatre vingt trois; sept cent quarante,1
34563,cent dix sept; cinq cent quatre vingt six,1
34564,trois cent soixante cinq; cent soixante neuf,0
34565,quarante deux; quatre cent deux,1
34566,neuf cent quatre vingt trois; deux cent quatre vingt seize,0
34567,quatre cent soixante seize; deux cent vingt et un,0
34568,vingt quatre; cent vingt quatre,1
34569,huit cent quatre vingt trois; vingt cinq,0
34570,quatre cent quatre vingt sept; quatre cent cinquante cinq,0
34571,quatre cent quatre vingt dix neuf; trois cent soixante neuf,0
34572,trois cent quatre vingt dix huit; cinq cents,1
34573,huit cent vingt neuf; neuf cent vingt,1
34574,sept cent quatre vingt huit; six cent soixante,0
34575,cinq cent quatre vingt un; cent soixante treize,0
34576,sept cent soixante huit; sept cent seize,0
34577,quatre cent quatre vingt seize; neuf cent cinquante,1
34578,neuf cent dix; quatre cent quatre vingt onze,0
34579,quatre cent vingt cinq; sept cent treize,1
34580,sept cent vingt deux; quatre cent cinquante et un,0
34581,trois cent trente deux; sept cent deux,1
34582,sept cent quarante cinq; quatre cent quatre vingt dix,0
34583,huit cent quarante et un; huit cent quarante cinq,1
34584,quatre cent trente huit; trente quatre,0
34585,neuf cent vingt sept; neuf cent vingt trois,0
34586,deux cent vingt deux; neuf cents,1
34587,neuf cent soixante seize; quatre cent trente cinq,0
34588,cinq cent quatre vingt neuf; six cent trente deux,1
34589,cinq cent soixante treize; huit cent soixante quatre,1
34590,neuf cent soixante seize; deux cent quatre vingt dix neuf,0
34591,deux cent soixante dix huit; six cent treize,1
34592,trois cent quatre vingt quinze; huit cent vingt six,1
34593,trois cent quatre vingt sept; trois cent un,0
34594,cinq cent quarante; quarante trois,0
34595,quatre cent quarante six; quatre cent un,0
34596,quatre cent soixante dix; trois cent seize,0
34597,six cent vingt et un; six cent soixante dix,1
34598,deux cent quarante six; cinq cent neuf,1
34599,trois cent vingt sept; huit cent soixante quatorze,1
34600,trois cent un; quatre vingt dix sept,0
34601,six cent dix neuf; huit cent quarante huit,1
34602,deux cent vingt cinq; sept cent quarante quatre,1
34603,huit cent quinze; quatre cent trente deux,0
34604,huit cent cinquante cinq; sept cent sept,0
34605,sept cent quatre vingt un; trois cent cinquante cinq,0
34606,huit cent vingt quatre; quatre cent cinquante deux,0
34607,quatre cent trente six; trois cent trente,0
34608,six cent cinquante six; six cent trente cinq,0
34609,cent quarante deux; huit,0
34610,trois cent onze; vingt six,0
34611,quatre vingt dix neuf; huit cent soixante huit,1
34612,cinq cent quarante deux; cent seize,0
34613,quatre cent quatre vingt neuf; deux cent cinquante six,0
34614,deux cent trente et un; huit cent quatre vingt douze,1
34615,huit cent vingt et un; six cent quatre vingt douze,0
34616,sept cent deux; cent soixante cinq,0
34617,trois cent quatre vingt treize; cinq cent trente trois,1
34618,huit cent quarante sept; sept cent soixante,0
34619,deux cent cinquante deux; cent trente six,0
34620,trois cent trente deux; cinq cent seize,1
34621,deux cent un; deux cent quatre vingt dix huit,1
34622,six cent soixante dix sept; deux cent huit,0
34623,cinq cent onze; cent soixante deux,0
34624,quatre vingt cinq; quatre cent quatre vingt dix huit,1
34625,neuf cent dix; cinq cent quatre vingt treize,0
34626,six cent trente quatre; huit cent quarante trois,1
34627,cinq cent trente deux; sept cent quarante et un,1
34628,six cent trente; deux cent soixante cinq,0
34629,neuf cent quatre vingt seize; cent treize,0
34630,cent quatre vingt quinze; sept cent vingt deux,1
34631,cinq cent quatre vingt dix neuf; six cent dix sept,1
34632,neuf cent soixante douze; neuf cent soixante et onze,0
34633,huit cent quinze; trois cent onze,0
34634,neuf cent trente cinq; neuf cent quatre vingt dix,1
34635,cinq cent cinquante deux; deux cent quatre vingt seize,0
34636,quatre vingt quinze; neuf cent vingt huit,1
34637,quatre cent soixante quatre; quatre cent soixante six,1
34638,cinq cent soixante six; deux cent quinze,0
34639,neuf cent quatre vingt huit; huit cent quatre vingt onze,0
34640,cinq cent douze; quatre cent quatre vingt onze,0
34641,cinq cent sept; quatre cent soixante quatorze,0
34642,neuf cent sept; quatre cent quatre vingt trois,0
34643,six cent cinquante huit; neuf cent vingt quatre,1
34644,huit cent quatre vingt quatre; sept cent soixante treize,0
34645,trois cent dix sept; neuf cent quatre vingt treize,1
34646,neuf cent quarante trois; quatre cent cinquante trois,0
34647,huit cent six; cinq cent cinquante neuf,0
34648,quatre cent neuf; cinq cent cinquante sept,1
34649,deux cent soixante dix huit; six cent soixante,1
34650,deux cent quatre vingt dix neuf; sept cent trente deux,1
34651,sept cent trois; quatre cent vingt,0
34652,cent soixante; six cent soixante quatorze,1
34653,huit cent soixante trois; huit cent soixante quatorze,1
34654,neuf cent quatre vingt huit; huit cent soixante neuf,0
34655,quatre cent quatre vingt treize; huit cent trente neuf,1
34656,cent cinquante; cent cinquante trois,1
34657,six cent un; quatre cent vingt trois,0
34658,quatre vingts; neuf cent quatre vingt seize,1
34659,neuf cent quatre vingt dix huit; neuf cent quarante et un,0
34660,huit cent quarante six; six cent quatre vingt quinze,0
34661,six cent trente neuf; trois cent quarante deux,0
34662,deux cent soixante sept; cinq cent vingt cinq,1
34663,six cent onze; cent dix,0
34664,quatre cent quarante trois; huit cent soixante huit,1
34665,quatre cent soixante et un; cent vingt neuf,0
34666,cinq cent deux; huit cent soixante seize,1
34667,cinq cent quatre vingt deux; douze,0
34668,six cent soixante dix huit; huit cent quatre vingt six,1
34669,six cent soixante quatre; trois cent quatre vingt douze,0
34670,sept cent quatre vingt deux; six cent quatre vingt six,0
34671,huit cent sept; deux cent vingt cinq,0
34672,cent dix neuf; cinq cent soixante six,1
34673,deux cent onze; cinq cent vingt cinq,1
34674,six cent vingt; sept cent quatre vingt cinq,1
34675,huit cent quatre vingt quatorze; trois cent cinquante six,0
34676,sept cent vingt huit; trente et un,0
34677,sept cent quatre vingt deux; six cent trente trois,0
34678,soixante huit; trois cent soixante douze,1
34679,cent soixante quinze; neuf cent vingt six,1
34680,vingt six; neuf cent cinq,1
34681,sept cent quatre vingt six; cinq,0
34682,six cent quatre vingt dix sept; neuf cent soixante trois,1
34683,cent trente trois; trois cent quatorze,1
34684,deux cent soixante et onze; trois cent quarante trois,1
34685,deux cent quarante sept; trois cent dix,1
34686,six cent quatorze; neuf cent trente huit,1
34687,trois cent quatre vingt douze; trois cent quatre vingt six,0
34688,quatre cent soixante quinze; cinq cent trente trois,1
34689,cent cinquante sept; quatre cent quarante six,1
34690,trois cent huit; six cent cinquante six,1
34691,huit cent soixante dix huit; cent soixante,0
34692,quatre cent trente et un; deux cent soixante neuf,0
34693,huit cent quatre; six cent cinquante deux,0
34694,quatre cent trente trois; huit cent soixante seize,1
34695,deux cent quarante cinq; six cent quatre vingt seize,1
34696,huit cent dix sept; trois cent soixante sept,0
34697,sept cent soixante quatre; vingt et un,0
34698,deux cents; sept cent douze,1
34699,cent soixante seize; six cent quatre vingt douze,1
34700,huit cent quatre vingt quinze; cinq cent vingt deux,0
34701,deux cent cinquante; sept cent quatre vingt sept,1
34702,neuf cent quarante deux; trente cinq,0
34703,six cent quatre vingt un; cent quarante deux,0
34704,deux cent quatre vingt deux; six cent trente et un,1
34705,cinq cent cinquante et un; cent vingt cinq,0
34706,cent quatre vingt douze; quatre cent quatre vingt dix,1
34707,six cent soixante et onze; trois cent trois,0
34708,cinq cent soixante dix sept; trois cent huit,0
34709,deux cent quatre vingt sept; quatre cent quatre vingt quatre,1
34710,cent quatre vingt un; quatre cent quatre vingt treize,1
34711,six cent quatre vingt dix sept; cent quarante huit,0
34712,deux cent quatre vingt huit; soixante huit,0
34713,cinq cent treize; six cent cinquante quatre,1
34714,quatre cent soixante et onze; cent soixante sept,0
34715,sept cent quatre vingt six; huit cent vingt six,1
34716,neuf cent quatre vingt onze; huit cent quatre vingt quatre,0
34717,six cent soixante quatre; neuf cent cinquante quatre,1
34718,sept cent dix huit; quatre cent sept,0
34719,neuf cent vingt sept; trois cent quatre vingt dix,0
34720,deux cent cinquante quatre; six cent soixante huit,1
34721,six cent trente six; vingt huit,0
34722,cinq cent quatre vingt douze; quatre cent quatre vingt douze,0
34723,neuf cent quarante huit; deux cent soixante dix,0
34724,sept cent seize; sept cent quatre vingt deux,1
34725,six cent quatre vingt trois; six cent quatre vingt deux,0
34726,sept cent huit; trois cent quatre vingt quinze,0
34727,cent quatre vingt neuf; deux cent quatre vingt dix neuf,1
34728,huit cent cinquante sept; sept cent cinquante sept,0
34729,trois cent soixante huit; six cent cinquante et un,1
34730,cinq cent soixante huit; quatre cent soixante dix sept,0
34731,sept cent quarante six; sept cent vingt quatre,0
34732,cent quatre vingt treize; huit cent vingt six,1
34733,quatre cent quatre vingt six; cent soixante sept,0
34734,deux cent quatre; deux cent quarante neuf,1
34735,huit cent quatre vingt dix sept; sept cent trente trois,0
34736,six cent trente huit; trois cent quatre vingt sept,0
34737,deux cent seize; sept cent quatre,1
34738,deux cent trente deux; cent un,0
34739,sept cent soixante quatorze; trois cent trente neuf,0
34740,trois cent quatre vingt dix huit; huit cent soixante quatorze,1
34741,sept cent quarante neuf; cent trente et un,0
34742,trois cent quarante et un; neuf cent dix huit,1
34743,huit cent dix huit; neuf cent trente sept,1
34744,cent vingt huit; cent quatorze,0
34745,neuf cent cinquante six; cent seize,0
34746,sept cent quatre vingt quinze; trois cent vingt deux,0
34747,trois cent vingt; quatre cent soixante douze,1
34748,trois cent quatre vingt onze; trois cent treize,0
34749,vingt deux; huit cent trente sept,1
34750,deux cent sept; quatre cent soixante quatre,1
34751,six cent vingt huit; cent quatorze,0
34752,neuf cent quatre vingt six; six cent soixante cinq,0
34753,neuf cent vingt; huit cent trente,0
34754,deux cent treize; huit cent trente neuf,1
34755,sept cent dix sept; cinq cent quarante et un,0
34756,huit cent treize; neuf cent quatre vingt neuf,1
34757,deux cent cinquante et un; quarante cinq,0
34758,cinq cent huit; neuf cent quarante cinq,1
34759,six cent soixante dix sept; sept cent quarante,1
34760,quatre vingt neuf; huit cent quatre vingt dix,1
34761,sept cent soixante douze; cinq cent quarante et un,0
34762,trois cent quarante sept; sept cents,1
34763,vingt deux; cinq cent cinquante,1
34764,deux cent soixante cinq; trois cent quatre vingt douze,1
34765,six cent quatre vingt cinq; trois cent cinquante huit,0
34766,cent soixante seize; huit cent soixante six,1
34767,trois cent deux; quatre cent cinquante sept,1
34768,cinq cent trente sept; onze,0
34769,six cent soixante douze; quatre cent six,0
34770,six cent quatre vingt neuf; sept cent quatorze,1
34771,huit cent soixante treize; neuf cent quatre vingts,1
34772,quatre cent vingt quatre; huit cent soixante dix sept,1
34773,deux cent quarante; quatre cent trente deux,1
34774,quatre cent vingt sept; neuf cent six,1
34775,cent soixante; six cent soixante seize,1
34776,neuf cent huit; quatre vingt deux,0
34777,deux cent quatre vingt dix sept; cinq cent vingt quatre,1
34778,quatre vingt deux; huit cent dix huit,1
34779,huit cent quatre vingt neuf; sept cent quatre vingt seize,0
34780,trois cent soixante neuf; trois cent quatre vingt neuf,1
34781,cinq cent quatre vingt neuf; trois cent quatre vingt quinze,0
34782,quatre cent soixante quatorze; cent quatre vingt trois,0
34783,quatre cent deux; huit cent soixante six,1
34784,neuf cent soixante dix sept; sept cent dix huit,0
34785,sept cent sept; neuf cent quatre vingt six,1
34786,cinq; cent vingt neuf,1
34787,quatre vingt seize; trois cent cinquante quatre,1
34788,cinq cent quatre vingt sept; deux cent vingt quatre,0
34789,cent vingt quatre; huit cent sept,1
34790,neuf cent cinq; vingt trois,0
34791,huit cent vingt et un; deux cent onze,0
34792,trente et un; deux cent dix,1
34793,sept cent quatre vingt cinq; cinq cent quatre vingt douze,0
34794,huit cent quatre vingt six; trois cent quatre vingt seize,0
34795,huit cent quarante et un; deux cent soixante dix neuf,0
34796,trois cent soixante; deux cent soixante et un,0
34797,cinq cent quatre vingt treize; six cent cinquante quatre,1
34798,trois; neuf cent soixante deux,1
34799,cinq cent cinquante neuf; trois cent quarante neuf,0
34800,neuf cent soixante dix; neuf cent quatre vingt onze,1
34801,huit cent quatre vingts; neuf cent seize,1
34802,sept cent cinquante six; neuf cent soixante trois,1
34803,huit cent dix; six cent vingt quatre,0
34804,cinq cent quatre vingt cinq; sept cent quinze,1
34805,neuf cent trente sept; quatre cent quarante et un,0
