,sents,labels
0,firs; femhundrede og nioghalvfems,1
27819,tohundrede og enogfirs; fireogtyve,0
27820,tohundrede og femoghalvtreds; sekshundrede og treoghalvfjerds,1
27821,firehundrede og halvtreds; femhundrede og treogfyrre,1
27822,nihundrede og otteoghalvfjerds; sekshundrede og seksoghalvfjerds,0
27823,firehundrede og syvogtyve; firehundrede og femogtreds,1
27824,trehundrede og fire; nihundrede og treoghalvfjerds,1
27825,tohundrede og syvogtyve; syvhundrede og treoghalvfjerds,1
27826,ethundrede og syvoghalvfems; femogtyve,0
27827,syvhundrede og syvogtreds; femhundrede og femogfirs,0
27828,nihundrede og tyve; trehundrede og toogtreds,0
27829,trehundrede og syvogtyve; sekshundrede og syvogtreds,1
27830,femhundrede og seks; firehundrede og tretten,0
27831,firehundrede og nioghalvfjerds; seksogfirs,0
27832,sekshundrede; trehundrede og syvogtredive,0
27833,tohundrede og tolv; ottehundrede og tredive,1
27834,tohundrede og seksoghalvfjerds; tohundrede og enogtredive,0
27835,tohundrede og fireoghalvtreds; trehundrede og fireoghalvfjerds,1
27836,ottehundrede og halvfjerds; trehundrede og enoghalvtreds,0
27837,sekshundrede og atten; ottehundrede og otteogfyrre,1
27838,tohundrede og ti; syvhundrede og tooghalvfjerds,1
27839,nihundrede og femoghalvtreds; syvhundrede og treds,0
27840,femhundrede og enogtyve; sekshundrede og otte,1
27841,treoghalvtreds; trehundrede og treogtreds,1
27842,tohundrede og niogtyve; sekshundrede og tooghalvfjerds,1
27843,sekshundrede og halvtreds; firehundrede og niogfirs,0
27844,toogtreds; sekshundrede og ni,1
27845,syvhundrede og to; trehundrede og toogfirs,0
27846,ottehundrede og enogtyve; syvhundrede og toogtreds,0
27847,femhundrede og atten; sekshundrede og toogtredive,1
27848,sekshundrede og seksogtreds; syvhundrede og toogtreds,1
27849,syvhundrede og nioghalvtreds; otteoghalvfjerds,0
27850,firehundrede og otteogfyrre; firehundrede og otteoghalvfjerds,1
27851,trehundrede og atten; femhundrede og seksoghalvtreds,1
27852,ethundrede og fireogtreds; firehundrede og enogfyrre,1
27853,ethundrede og fireogtredive; otteogtreds,0
27854,tohundrede og seksoghalvfems; sekshundrede og ti,1
27855,trehundrede og femogfirs; ethundrede og tooghalvfems,0
27856,trehundrede og syvoghalvfjerds; ottehundrede og niogtyve,1
27857,tohundrede og femoghalvtreds; ottehundrede og seksogtreds,1
27858,ethundrede og syvogtreds; femogfyrre,0
27859,sekshundrede og otteogfirs; syvhundrede og niogtyve,1
27860,ethundrede og niogfirs; tooghalvfjerds,0
27861,syvhundrede og otteoghalvfjerds; tohundrede og seksoghalvtreds,0
27862,nihundrede og femten; trehundrede og otteogfyrre,0
27863,nihundrede og et; trehundrede og treogfyrre,0
27864,syvhundrede og otte; tohundrede og et,0
27865,trehundrede og seksoghalvtreds; ethundrede og enogfirs,0
27866,tohundrede og toogfirs; sekshundrede og enogtyve,1
27867,nihundrede og enogtyve; femhundrede og fireoghalvfjerds,0
27868,firehundrede og otteogtyve; nihundrede og halvtreds,1
27869,trehundrede og otteoghalvfems; ethundrede og enoghalvfjerds,0
27870,tohundrede og elleve; syvhundrede og seksogtredive,1
27871,nihundrede og toogtreds; sekshundrede og toogfirs,0
27872,tohundrede og halvfems; syvhundrede og enoghalvfjerds,1
27873,ethundrede og niogfyrre; syvhundrede og enoghalvtreds,1
27874,trehundrede og halvtreds; sekshundrede og syvogfirs,1
27875,firehundrede og seks; tohundrede og treogtreds,0
27876,syvhundrede og toogtreds; trehundrede og femten,0
27877,nihundrede og syvogtredive; firehundrede og niogfirs,0
27878,nihundrede og fireogtyve; firehundrede og fireogfirs,0
27879,trehundrede og syvogfyrre; firehundrede og sytten,1
27880,ethundrede og femoghalvtreds; tohundrede og seksogtyve,1
27881,ottehundrede og femten; nihundrede og toogfirs,1
27882,firehundrede og niogfirs; treogtredive,0
27883,femhundrede og tooghalvfjerds; tohundrede og femogtredive,0
27884,femhundrede og halvtreds; ottehundrede og syvogtyve,1
27885,syvogfirs; ethundrede og seksogtredive,1
27886,trehundrede og enogfyrre; sekshundrede og enogfirs,1
27887,ethundrede og halvfjerds; femhundrede og otteogfyrre,1
27888,sekshundrede og syvoghalvfjerds; ottehundrede og syvogfyrre,1
27889,syvhundrede og fireogtredive; tohundrede og toogfirs,0
27890,ottehundrede og syvogtredive; femhundrede og et,0
27891,trehundrede og seksogtreds; femhundrede og treogtreds,1
27892,femhundrede og otteoghalvfjerds; syvhundrede og treogfirs,1
27893,sekshundrede og treoghalvfjerds; syvhundrede og treogfyrre,1
27894,ethundrede og enoghalvfems; firehundrede og femoghalvfems,1
27895,tohundrede og seksogtyve; syvhundrede og enogtredive,1
27896,syvhundrede og treoghalvtreds; femhundrede og seksoghalvtreds,0
27897,ethundrede og ni; ettusind,1
27898,nihundrede og fireogfyrre; nihundrede og femogtreds,1
27899,ethundrede og fireoghalvtreds; syvhundrede og fem,1
27900,tohundrede og syv; sekshundrede og otteogfyrre,1
27901,firehundrede og otteoghalvtreds; nihundrede og treogfyrre,1
27902,syvhundrede og fireoghalvtreds; niogtredive,0
27903,tohundrede og fireogtreds; syvhundrede og enoghalvfjerds,1
27904,femhundrede og toogfyrre; firehundrede og nioghalvfjerds,0
27905,syvhundrede og fire; ethundrede og seksogtyve,0
27906,syvhundrede og femogtreds; seksogtreds,0
27907,trehundrede og syvogfirs; femhundrede og ni,1
27908,firehundrede og nioghalvfjerds; sekshundrede og otteoghalvfjerds,1
27909,tohundrede og otteoghalvfjerds; femhundrede og treogtyve,1
27910,nihundrede og tooghalvtreds; syvhundrede og tooghalvtreds,0
27911,syvhundrede og fireogfyrre; femhundrede og fire,0
27912,ottehundrede og otteogfirs; sekshundrede og elleve,0
27913,sekshundrede og ti; nihundrede og syvogtreds,1
27914,ethundrede og tooghalvfems; syvhundrede og otteogtredive,1
27915,ethundrede og fireoghalvfems; tohundrede og femoghalvfjerds,1
27916,nihundrede og otteogtreds; trehundrede og toogtyve,0
27917,firehundrede og tre; trehundrede og halvtreds,0
27918,firehundrede og otteogtyve; sekshundrede og tredive,1
27919,sekshundrede og seksogtreds; trehundrede og syvogtredive,0
27920,femhundrede og seksogtredive; nihundrede og seksoghalvfems,1
27921,ottehundrede og femoghalvfjerds; syvhundrede og halvfjerds,0
27922,tohundrede og seksoghalvtreds; trehundrede og niogtredive,1
27923,niogfyrre; tohundrede og enogtyve,1
27924,sekshundrede og otteoghalvfjerds; syvhundrede og seksoghalvfems,1
27925,ottehundrede og treogfyrre; nihundrede og seksogtreds,1
27926,sekshundrede og syvogfirs; femhundrede og treoghalvtreds,0
27927,firehundrede og seksogtyve; ottehundrede og ni,1
27928,treoghalvtreds; sekshundrede og otteogfyrre,1
27929,tohundrede og enogtreds; nihundrede og seksoghalvfjerds,1
27930,firehundrede og tre; ottehundrede og toogfirs,1
27931,femoghalvfems; ottehundrede og otte,1
27932,fireogtyve; trehundrede og syvoghalvfems,1
27933,seksoghalvfems; trehundrede og femogfyrre,1
27934,nihundrede og tredive; fem,0
27935,trehundrede og firs; trehundrede og fjorten,0
27936,femogtyve; sekshundrede og femogfirs,1
27937,tohundrede og seksogtyve; halvtreds,0
27938,sekshundrede og seksogtredive; firehundrede og tooghalvfjerds,0
27939,trehundrede og treoghalvtreds; femhundrede og femten,1
27940,sekshundrede og seks; firehundrede og enogtreds,0
27941,nihundrede og firs; syvhundrede og tooghalvtreds,0
27942,trehundrede og fireoghalvtreds; seksoghalvfems,0
27943,tohundrede og niogtreds; firehundrede og syvogtyve,1
27944,nihundrede og syvogfirs; firehundrede,0
27945,femhundrede og treogtyve; tolv,0
27946,sekshundrede og treoghalvfjerds; syvhundrede og otteogfyrre,1
27947,ottehundrede og treogtyve; ethundrede og femogfyrre,0
27948,ottehundrede og syvogfyrre; firehundrede og toogfirs,0
27949,sekshundrede og femogtredive; ottehundrede og fyrre,1
27950,tohundrede og tredive; sekshundrede og femogtyve,1
27951,tohundrede og niogtredive; sekshundrede og toogtredive,1
27952,tohundrede og treoghalvfjerds; sekshundrede og treogtyve,1
27953,firehundrede og fireogfyrre; ottehundrede og niogtyve,1
27954,femhundrede og niogtredive; ottehundrede og syvogtredive,1
27955,nihundrede og to; otteogtredive,0
27956,niogtyve; sekshundrede og otteogtredive,1
27957,enogtreds; sekshundrede og syvoghalvfjerds,1
27958,tohundrede og tretten; tohundrede og seksten,1
27959,nihundrede og fyrre; syvhundrede og tretten,0
27960,firehundrede og seksogfyrre; femhundrede og otteogtyve,1
27961,nihundrede og firs; tohundrede og enogtreds,0
27962,trehundrede og treoghalvtreds; firehundrede og sytten,1
27963,syvhundrede og tooghalvfjerds; sekshundrede og femoghalvfjerds,0
27964,syvhundrede og fireoghalvfems; sekshundrede og seksten,0
27965,syvhundrede og nioghalvfjerds; ethundrede og niogtreds,0
27966,sekshundrede og nioghalvtreds; ottehundrede og tooghalvfjerds,1
27967,ethundrede og fireogtyve; syvogfyrre,0
27968,firehundrede og femogtredive; nihundrede og elleve,1
27969,tohundrede og fireogfyrre; syvhundrede og fireogtyve,1
27970,tohundrede og fyrre; syvhundrede og femoghalvtreds,1
27971,tohundrede og atten; sekshundrede og femogfyrre,1
27972,tohundrede og tredive; syvhundrede og niogtredive,1
27973,trehundrede og niogtyve; ethundrede og syvogfirs,0
27974,tohundrede og niogtreds; ethundrede og firs,0
27975,syvhundrede og otteoghalvfjerds; otteoghalvfjerds,0
27976,ottehundrede og nioghalvfjerds; femhundrede og seksten,0
27977,ethundrede og firs; firehundrede og femoghalvfjerds,1
27978,syvhundrede og enoghalvtreds; ethundrede og treoghalvfems,0
27979,ottehundrede og syv; nihundrede og treoghalvfems,1
27980,tohundrede og halvfjerds; tohundrede og femoghalvtreds,0
27981,tohundrede og treoghalvfjerds; tohundrede og tredive,0
27982,sekshundrede og otteoghalvtreds; sekshundrede og otte,0
27983,halvtreds; ethundrede og seksoghalvtreds,1
27984,firehundrede og syvogtredive; sekshundrede og elleve,1
27985,enogtreds; trehundrede og treogfyrre,1
27986,tohundrede og halvtreds; nihundrede og otteogfirs,1
27987,tohundrede og treoghalvtreds; trehundrede og niogtyve,1
27988,firehundrede og fireoghalvtreds; sekshundrede og syvoghalvtreds,1
27989,ethundrede og otteogtredive; nihundrede og syvogtyve,1
27990,nihundrede og femogtredive; niogfyrre,0
27991,firehundrede og syvogtyve; ethundrede og elleve,0
27992,trehundrede og otteoghalvfems; trehundrede og niogtredive,0
27993,sekshundrede og femogfyrre; femhundrede og enogtredive,0
27994,toogfyrre; sekshundrede og enogtreds,1
27995,tohundrede og femoghalvfjerds; ethundrede og otteogfyrre,0
27996,sekshundrede og femoghalvtreds; trehundrede og nitten,0
27997,ottehundrede; trehundrede og enogtreds,0
27998,halvtreds; nihundrede og enogtyve,1
27999,syvhundrede og otteogfirs; femhundrede og niogtyve,0
28000,trehundrede og femogtreds; trehundrede og otteogtredive,0
28001,fem; tohundrede og enogtyve,1
28002,firehundrede og enogtredive; sekshundrede og treogfirs,1
28003,ethundrede og treogfyrre; ottehundrede og tooghalvtreds,1
28004,syvhundrede og firs; firehundrede og niogtyve,0
28005,ethundrede og otteoghalvfems; ottehundrede og fem,1
28006,femogtreds; tohundrede og femogtreds,1
28007,ethundrede og syv; trehundrede og femogfyrre,1
28008,tohundrede og tredive; femhundrede og enogtyve,1
28009,femhundrede og niogfyrre; trehundrede og nioghalvfjerds,0
28010,sekshundrede og toogtreds; nihundrede og seksogfyrre,1
28011,syvhundrede og halvfems; seksogtredive,0
28012,ottehundrede og niogfyrre; firehundrede og nioghalvtreds,0
28013,syvhundrede og nioghalvfjerds; trehundrede og niogfyrre,0
28014,trehundrede og enogfirs; firehundrede og otteogtreds,1
28015,syvhundrede og tooghalvtreds; firehundrede og seksogtyve,0
28016,ottehundrede og seksoghalvtreds; nihundrede og tretten,1
28017,femhundrede og femoghalvfjerds; nihundrede og seks,1
28018,firehundrede og seksogtreds; sekshundrede og seksoghalvfjerds,1
28019,tre; tohundrede,1
28020,syvhundrede og niogfirs; nihundrede og enogfyrre,1
28021,sekshundrede og ti; ottehundrede og niogtredive,1
28022,ottehundrede og seksoghalvfems; firehundrede og nioghalvfjerds,0
28023,nihundrede og toogfirs; niogtreds,0
28024,tohundrede og treds; firehundrede og treogtreds,1
28025,ottehundrede og nioghalvfems; trehundrede og treoghalvfems,0
28026,ethundrede og tre; seksoghalvtreds,0
28027,ottehundrede og enogfyrre; enogfirs,0
28028,syvoghalvfems; ottehundrede og nioghalvfjerds,1
28029,otteoghalvtreds; femhundrede og treogfyrre,1
28030,fireogfyrre; nihundrede og femten,1
28031,syvhundrede og syvoghalvfjerds; nihundrede og enogtreds,1
28032,tohundrede og niogfyrre; tohundrede og niogfirs,1
28033,ottehundrede og treogtyve; femhundrede og seksogtreds,0
28034,sekshundrede og tooghalvtreds; femhundrede og syvogtredive,0
28035,ethundrede og to; syvhundrede og otte,1
28036,trehundrede og otteogtyve; sekshundrede og fjorten,1
28037,nihundrede og tyve; seks,0
28038,femhundrede og seksten; ethundrede og fire,0
28039,firehundrede og enoghalvfems; femoghalvtreds,0
28040,syvhundrede og enogtreds; tooghalvtreds,0
28041,sekshundrede og nioghalvfjerds; tooghalvfjerds,0
28042,sekshundrede og toogtreds; femhundrede og seksogfyrre,0
28043,syvhundrede; tohundrede og syvogfirs,0
28044,syvhundrede og enoghalvtreds; femogfyrre,0
28045,firehundrede og firs; sekshundrede og enoghalvfems,1
28046,trehundrede og et; syvhundrede og syvogtyve,1
28047,sekshundrede og syvogtyve; tohundrede og toogfirs,0
28048,enoghalvfjerds; trehundrede og otte,1
28049,syvhundrede og treoghalvtreds; tohundrede og tooghalvtreds,0
28050,syvhundrede og toogfirs; tohundrede og tyve,0
28051,firehundrede og enogfyrre; ethundrede og enogtredive,0
28052,atten; ottehundrede og ni,1
28053,sekshundrede og treogtyve; syvoghalvfems,0
28054,firehundrede og seksogfirs; firehundrede og treoghalvtreds,0
28055,sekshundrede og niogtredive; ottehundrede og nitten,1
28056,tohundrede og to; syvhundrede og treogfirs,1
28057,trehundrede og fireogtredive; seksogtyve,0
28058,femhundrede og treogtredive; nihundrede og seksoghalvtreds,1
28059,femhundrede og syvoghalvfjerds; ottehundrede og otteogfyrre,1
28060,ethundrede og enogtredive; sytten,0
28061,firehundrede og fireoghalvtreds; ottehundrede og fireoghalvfems,1
28062,trehundrede og femogfirs; femhundrede og otteogfyrre,1
28063,tohundrede og tyve; syvhundrede og otteoghalvtreds,1
28064,nihundrede og fem; fyrre,0
28065,syvhundrede og fireoghalvtreds; tohundrede og niogtredive,0
28066,ottehundrede og seksoghalvfjerds; femhundrede og otteoghalvfems,0
28067,seksogtredive; tohundrede og otteogtreds,1
28068,sekshundrede og otteogfyrre; tohundrede og seksoghalvfems,0
28069,ethundrede og otteogtyve; tohundrede og niogtreds,1
28070,fireogfirs; tohundrede og fyrre,1
28071,sekshundrede og ti; fireogfirs,0
28072,ottehundrede og firs; nihundrede og tooghalvfems,1
28073,femhundrede og treogtredive; tohundrede og otteogtredive,0
28074,sekshundrede og syvoghalvfjerds; femhundrede og atten,0
28075,ethundrede og enogfyrre; ottehundrede og treoghalvfems,1
28076,ottehundrede og enogfyrre; femhundrede og femogfirs,0
28077,syvhundrede og femogfyrre; sekshundrede og treds,0
28078,trehundrede og niogtreds; firehundrede og syvogtyve,1
28079,otteogfyrre; ethundrede og enogtredive,1
28080,syvhundrede og enogfirs; sekshundrede og seks,0
28081,ottehundrede og fireoghalvfems; trehundrede,0
28082,ottehundrede og ti; ethundrede og otteogfyrre,0
28083,ethundrede og seksoghalvfjerds; sekshundrede og et,1
28084,firehundrede og syvogtreds; tohundrede og nitten,0
28085,sekshundrede og seksogtyve; sekshundrede og niogtredive,1
28086,ethundrede og fireogfirs; nihundrede og toogtreds,1
28087,firehundrede og halvtreds; trehundrede og syvogtredive,0
28088,femhundrede og toogtyve; ottehundrede og otteoghalvfjerds,1
28089,ethundrede og et; nihundrede og femogtredive,1
28090,nihundrede og enogtredive; nihundrede og seksogfyrre,1
28091,sekshundrede og ti; femhundrede og enogfirs,0
28092,ottehundrede og elleve; nihundrede og otteoghalvfems,1
28093,firehundrede og otteoghalvfjerds; ethundrede og niogfyrre,0
28094,ottehundrede og toogtreds; femhundrede og toogtreds,0
28095,ottehundrede og to; firehundrede og fyrre,0
28096,nihundrede og enogfyrre; nihundrede og seksogtreds,1
28097,firehundrede og niogtreds; firehundrede og halvfjerds,1
28098,niogtredive; nihundrede og halvfems,1
28099,tohundrede og atten; niogtreds,0
28100,femhundrede og niogfirs; nihundrede og fireoghalvfems,1
28101,syvhundrede og syvogfyrre; syvoghalvfems,0
28102,syvhundrede og femogtyve; syvhundrede og treogtyve,0
28103,firehundrede og syvoghalvfjerds; trehundrede og otteogtredive,0
28104,sekshundrede og femoghalvtreds; syvhundrede og to,1
28105,syvhundrede og seksogfyrre; trehundrede og femten,0
28106,sekshundrede og tredive; firehundrede og enogtredive,0
28107,nihundrede og nioghalvfems; nihundrede og tooghalvfems,0
28108,femhundrede og seksogtyve; tohundrede og syvogfirs,0
28109,firehundrede og enogfyrre; syvhundrede og femten,1
28110,ethundrede og seksoghalvfems; ethundrede og femogtredive,0
28111,tohundrede og tre; ottehundrede og toogtyve,1
28112,firehundrede og femoghalvfems; tohundrede og syvoghalvfems,0
28113,trehundrede og syvogtreds; tohundrede og otteogtyve,0
28114,ottehundrede og toogtyve; firehundrede og tyve,0
28115,syvhundrede og tre; nihundrede og treds,1
28116,sekshundrede og seksogfirs; otteogfirs,0
28117,femhundrede og niogtyve; sekshundrede og femogtreds,1
28118,syvhundrede og niogtreds; firehundrede og femogtyve,0
28119,trehundrede og fireogtreds; trehundrede og fireogfirs,1
28120,ethundrede og fireogtyve; syvhundrede og et,1
28121,syvhundrede og syvogtredive; nihundrede og femogfirs,1
28122,syvhundrede og enogtreds; enoghalvfjerds,0
28123,femhundrede og femoghalvfems; ethundrede og treoghalvtreds,0
28124,tohundrede og enogtyve; femhundrede og fjorten,1
28125,seksogfirs; syvhundrede og femoghalvfems,1
28126,femhundrede og firs; syvhundrede og niogtredive,1
28127,tooghalvfems; enogtredive,0
28128,nihundrede og niogtreds; syvhundrede og seksogtyve,0
28129,femhundrede og seksoghalvtreds; ethundrede og sytten,0
28130,syvhundrede og toogtreds; syvhundrede og fyrre,0
28131,femhundrede og otteogtreds; femhundrede og fjorten,0
28132,syvoghalvtreds; femhundrede og fireogfyrre,1
28133,ethundrede og fireoghalvtreds; sekshundrede og ni,1
28134,ethundrede og treogtredive; sekshundrede og toogtredive,1
28135,niogfyrre; syvhundrede og niogtreds,1
28136,sekshundrede og atten; ottehundrede og syv,1
28137,ethundrede og elleve; nihundrede og treogfirs,1
28138,tohundrede og treogtredive; femhundrede og toogtreds,1
28139,trehundrede og enoghalvtreds; ethundrede og fireogtreds,0
28140,niogfyrre; sekshundrede og halvfjerds,1
28141,nihundrede og femoghalvfems; syvhundrede og treoghalvtreds,0
28142,nihundrede og to; ethundrede og enoghalvfjerds,0
28143,nihundrede og treoghalvtreds; sekshundrede og nioghalvtreds,0
28144,nihundrede og enogtreds; femhundrede og syvogfirs,0
28145,tohundrede og toogtyve; trehundrede og seksogtredive,1
28146,nihundrede og femogtreds; syvhundrede og seksogfyrre,0
28147,ottehundrede og fireogfirs; tohundrede og syvogtredive,0
28148,nihundrede og enoghalvfjerds; otteogtyve,0
28149,trehundrede og seksogtredive; ottehundrede og tooghalvfjerds,1
28150,syvogfirs; ottehundrede og et,1
28151,femhundrede og toogfirs; trehundrede og syvogtyve,0
28152,sekshundrede og femten; ottehundrede og otteogtredive,1
28153,ethundrede og syvogtredive; seksogfyrre,0
28154,firehundrede og treogtreds; nihundrede og tooghalvfjerds,1
28155,seks; femhundrede og fireogtredive,1
28156,ottehundrede og nioghalvfjerds; trehundrede og toogfyrre,0
28157,ethundrede og toogtyve; trehundrede og otteogtyve,1
28158,ottehundrede og enoghalvfems; sekshundrede og syvoghalvfems,0
28159,toogtyve; enogtyve,0
28160,tohundrede og femten; femhundrede og enoghalvtreds,1
28161,nihundrede og otteogfirs; femhundrede og femogtyve,0
28162,trehundrede og toogtreds; trehundrede og treogfirs,1
28163,ethundrede og et; trehundrede og toogtredive,1
28164,firehundrede og femogfyrre; tohundrede og treogfyrre,0
28165,sekshundrede og seksogtreds; treoghalvfjerds,0
28166,nihundrede og ti; ethundrede og treoghalvtreds,0
28167,femogtredive; nihundrede og femoghalvfems,1
28168,ethundrede og ni; trehundrede og tredive,1
28169,tohundrede og femogtyve; firehundrede og nioghalvfems,1
28170,sekshundrede og halvtreds; ottehundrede og tooghalvtreds,1
28171,trehundrede og otte; femhundrede og syvogtyve,1
28172,firehundrede og toogtredive; sekshundrede og treogtredive,1
28173,nihundrede og sytten; femhundrede og treogtreds,0
28174,sekshundrede og seksogtredive; femhundrede og enoghalvtreds,0
28175,tooghalvtreds; sekshundrede og femoghalvfems,1
28176,ethundrede og treogtredive; ethundrede og nioghalvfjerds,1
28177,ethundrede og femoghalvfems; tohundrede og otteoghalvfjerds,1
28178,sekshundrede og seksogfirs; femhundrede og femoghalvtreds,0
28179,trehundrede og seksoghalvtreds; sekshundrede og seksoghalvfems,1
28180,trehundrede og enoghalvfems; sekshundrede og toogtredive,1
28181,trehundrede og syvogfyrre; syvhundrede og nioghalvfems,1
28182,ethundrede og syvogfirs; nihundrede og et,1
28183,ottehundrede og fireogfirs; syvhundrede og enoghalvfjerds,0
28184,syvhundrede og niogtyve; femhundrede og nitten,0
28185,firehundrede og seksogfyrre; nihundrede og femogfirs,1
28186,femhundrede og femogtredive; nihundrede og nitten,1
28187,ottehundrede og nioghalvfems; nihundrede og femogtredive,1
28188,trehundrede; enogtreds,0
28189,ethundrede og syvoghalvfems; nihundrede og syvogtyve,1
28190,tohundrede og treds; firehundrede og toogfyrre,1
28191,femhundrede og syvoghalvtreds; toogtredive,0
28192,nihundrede og nioghalvtreds; syvoghalvfems,0
28193,tohundrede og seksogtredive; tohundrede og enoghalvfems,1
28194,femhundrede og et; femhundrede og fireogfirs,1
28195,syvhundrede og syvogtyve; ottehundrede og syvogfyrre,1
28196,nihundrede og femoghalvfems; ethundrede og tooghalvfems,0
28197,ethundrede og femogtredive; tohundrede og fireoghalvtreds,1
28198,trehundrede og femogfirs; syvhundrede og otteoghalvfjerds,1
28199,firehundrede og femogfyrre; femhundrede og femoghalvfems,1
28200,nihundrede og enogfirs; nihundrede og niogtredive,0
28201,firehundrede og to; syvhundrede og niogfyrre,1
28202,ottehundrede og enogtyve; niogtyve,0
28203,sekshundrede og otte; femhundrede og seks,0
28204,firehundrede og femogtyve; sekshundrede og seksogtyve,1
28205,firehundrede og treogfirs; nihundrede og enoghalvfems,1
28206,trehundrede og seks; sekshundrede og otte,1
28207,ottehundrede og toogtredive; tohundrede og to,0
28208,firehundrede og toogfirs; enoghalvfems,0
28209,sekshundrede og fire; ottehundrede og to,1
28210,ethundrede; sekshundrede og otteogtreds,1
28211,nihundrede og niogfyrre; femhundrede og otteoghalvtreds,0
28212,ottehundrede og fireoghalvfjerds; trehundrede og fireogtredive,0
28213,nioghalvfjerds; ethundrede og halvfjerds,1
28214,ottehundrede og syvogtreds; sekshundrede og treoghalvfjerds,0
28215,nihundrede og syvogfyrre; ethundrede og elleve,0
28216,nihundrede og femten; nihundrede og niogtyve,1
28217,trehundrede og otteogtredive; nihundrede og ti,1
28218,tohundrede og enogtreds; trehundrede og enogfirs,1
28219,nihundrede og treogtyve; nihundrede og tooghalvtreds,1
28220,femhundrede og fireoghalvfjerds; ottehundrede og ti,1
28221,sekshundrede og niogfyrre; syvhundrede og seksoghalvfems,1
28222,nihundrede og fem; ethundrede og treoghalvfems,0
28223,firehundrede og niogtredive; firehundrede og seksogfyrre,1
28224,syvhundrede og otte; ettusind,1
28225,trehundrede og seksogtreds; tohundrede og niogtreds,0
28226,femhundrede og seks; nioghalvfems,0
28227,nihundrede og tolv; ethundrede og enogtredive,0
28228,nihundrede og otteoghalvtreds; femhundrede og tooghalvfjerds,0
28229,femhundrede og enogfyrre; ottehundrede og seksogfirs,1
28230,otteoghalvfjerds; sekshundrede og seksten,1
28231,nioghalvtreds; tohundrede og seksogfirs,1
28232,ottehundrede og femogtreds; syvhundrede og syvoghalvtreds,0
28233,nihundrede og treogfyrre; sekshundrede og femoghalvtreds,0
28234,femhundrede og femogtreds; ethundrede og syvoghalvfjerds,0
28235,nihundrede og femogtreds; enoghalvtreds,0
28236,ottehundrede og enoghalvtreds; ethundrede og otteoghalvfems,0
28237,syvhundrede og halvfems; syvhundrede og et,0
28238,tohundrede og syvogfyrre; trehundrede og syvoghalvfems,1
28239,trehundrede og niogfirs; trehundrede og fireogtredive,0
28240,tohundrede og halvtreds; femhundrede og fireoghalvfems,1
28241,femten; nihundrede og treoghalvtreds,1
28242,nihundrede og treoghalvtreds; femhundrede og toogfirs,0
28243,trehundrede og enoghalvfjerds; nihundrede og otteogfyrre,1
28244,nihundrede og tooghalvtreds; femhundrede og seksogtreds,0
28245,nihundrede og halvtreds; sekshundrede og fyrre,0
28246,syvoghalvtreds; ottehundrede og enogfyrre,1
28247,firehundrede og seksogfirs; tooghalvtreds,0
28248,syvhundrede og tretten; syvhundrede og niogtyve,1
28249,tohundrede og tooghalvtreds; nihundrede og seksoghalvtreds,1
28250,ethundrede og seksten; femhundrede og fireogtreds,1
28251,ottehundrede og seksogtyve; tohundrede og toogtreds,0
28252,sekshundrede og seks; trehundrede og fireogtreds,0
28253,tohundrede og seksoghalvfjerds; ottehundrede og otteoghalvfjerds,1
28254,nihundrede og treds; tohundrede og fem,0
28255,tohundrede og femogfirs; ottehundrede og enogfirs,1
28256,syvhundrede og seksogtyve; nihundrede og ti,1
28257,sekshundrede og tolv; trehundrede og to,0
28258,nihundrede og fireoghalvtreds; trehundrede og femoghalvfems,0
28259,syvhundrede og otteogfyrre; firehundrede og syvoghalvfems,0
28260,ottehundrede og niogtredive; femogfirs,0
28261,tohundrede og seksogfyrre; ottehundrede og syvoghalvtreds,1
28262,femhundrede og femogfirs; nihundrede og treoghalvtreds,1
28263,trehundrede og otteogfirs; ottehundrede og seksogtyve,1
28264,firehundrede og nioghalvfjerds; sekshundrede og treogtredive,1
28265,trehundrede og fireoghalvfjerds; ottehundrede og niogfyrre,1
28266,syvhundrede og seksogfirs; femhundrede og toogtredive,0
28267,femhundrede og tre; tohundrede og seksoghalvfjerds,0
28268,tohundrede og femogfyrre; trehundrede og otteoghalvfems,1
28269,nihundrede og femoghalvfems; sekshundrede og sytten,0
28270,sekshundrede og treogfyrre; ethundrede og atten,0
28271,ottehundrede og treogtreds; firehundrede og firs,0
28272,ottehundrede og seksoghalvtreds; sekshundrede og enogfirs,0
28273,tohundrede og enoghalvfjerds; nihundrede og enoghalvtreds,1
28274,ottehundrede og halvtreds; ottehundrede og syvogtreds,1
28275,syvhundrede og halvfjerds; sekshundrede og syvogtyve,0
28276,sekshundrede og nioghalvfjerds; trehundrede og toogtyve,0
28277,tohundrede og otteoghalvfems; femhundrede og tretten,1
28278,syvhundrede og fireoghalvfjerds; ethundrede og seks,0
28279,sekshundrede og nioghalvfems; sekshundrede og enoghalvfems,0
28280,ottehundrede og treogfirs; trehundrede og enoghalvfems,0
28281,ethundrede og tre; ottehundrede og femogfyrre,1
28282,seksoghalvfjerds; ottehundrede og femogtyve,1
28283,firehundrede og toogfyrre; femhundrede og toogtyve,1
28284,ethundrede og toogfyrre; ottehundrede og syvogtredive,1
28285,ethundrede og femogfirs; sekshundrede og et,1
28286,femhundrede og treogtreds; ethundrede og toogtyve,0
28287,syvhundrede og treoghalvfems; tohundrede og syvogfyrre,0
