,nums,labels
0,trehundrede og otteoghalvfjerds; syvhundrede og treogtreds,1
42521,tohundrede og ni; firehundrede og fireoghalvtreds,1
42522,tohundrede og otte; ethundrede og nioghalvtreds,0
42523,firehundrede og otteogtredive; tohundrede og syv,0
42524,ottehundrede og treoghalvtreds; sekshundrede og fireogtreds,0
42525,nihundrede og otte; sekshundrede og otteogtyve,0
42526,sekshundrede og nioghalvfjerds; sekshundrede og toogtreds,0
42527,firehundrede og femoghalvfems; nihundrede,1
42528,ottehundrede og toogtredive; firehundrede og enoghalvfjerds,0
42529,ethundrede og femogfyrre; seksogfyrre,0
42530,ethundrede og fire; tohundrede og otteogfyrre,1
42531,nihundrede og femogtreds; tohundrede og ni,0
42532,firehundrede og fjorten; syvhundrede og syvogtreds,1
42533,ottehundrede og fjorten; femhundrede og tolv,0
42534,otteoghalvtreds; femhundrede og syvoghalvfjerds,1
42535,trehundrede og syvoghalvtreds; sekshundrede og niogfyrre,1
42536,tohundrede og syvogfirs; tohundrede og fyrre,0
42537,trehundrede og syvogtreds; trehundrede og fireogfyrre,0
42538,trehundrede og syvogfyrre; syvhundrede og seksogtreds,1
42539,nihundrede og fem; firehundrede og seks,0
42540,nihundrede og tooghalvfjerds; femhundrede og fireogtyve,0
42541,ethundrede og syvogtyve; firehundrede og femogtredive,1
42542,trehundrede og toogtyve; ottehundrede og syvogtyve,1
42543,firehundrede og niogfyrre; sekshundrede og fireogtyve,1
42544,treoghalvfjerds; fireogfirs,1
42545,syvhundrede og syvogfirs; ethundrede og femten,0
42546,syvhundrede og syvoghalvfems; tohundrede og femogfyrre,0
42547,nihundrede og tretten; firehundrede og seksogtyve,0
42548,tohundrede og seksogfyrre; firehundrede og enogfirs,1
42549,tohundrede og ti; tohundrede og seksoghalvfems,1
42550,fireogtredive; trehundrede og seksogfirs,1
42551,femhundrede og fireogtredive; fjorten,0
42552,femhundrede og niogtyve; trehundrede og treogfirs,0
42553,firehundrede og firs; femhundrede og syvogfirs,1
42554,atten; enogfyrre,1
42555,sekshundrede og otteogtyve; trehundrede og to,0
42556,tooghalvtreds; ethundrede og seksogfirs,1
42557,nihundrede og enoghalvtreds; femhundrede og syvoghalvfjerds,0
42558,enoghalvfems; sekshundrede og ti,1
42559,femhundrede og syv; ottehundrede og fireoghalvtreds,1
42560,ethundrede og seksogtredive; femhundrede og enoghalvfjerds,1
42561,femhundrede og tyve; femhundrede og firs,1
42562,trehundrede og tretten; syvhundrede og syv,1
42563,trehundrede og enogtyve; sekshundrede og seksogtreds,1
42564,syvhundrede og nioghalvfjerds; trehundrede og niogtreds,0
42565,firehundrede og niogtyve; niogtredive,0
42566,femhundrede og niogtreds; trehundrede og treds,0
42567,nihundrede og nioghalvtreds; nihundrede og niogtyve,0
42568,femhundrede og enogtyve; firehundrede og tredive,0
42569,firehundrede og tredive; syvhundrede og to,1
42570,sekshundrede og seks; firehundrede og enogtreds,0
42571,firehundrede og treoghalvtreds; ottehundrede og seksogtredive,1
42572,firehundrede og tooghalvfjerds; trehundrede og toogtyve,0
42573,tohundrede; firehundrede og niogfyrre,1
42574,sekshundrede og nitten; tohundrede og femoghalvtreds,0
42575,trehundrede og niogtyve; sekshundrede og syvoghalvtreds,1
42576,ethundrede og treoghalvfems; firehundrede og fire,1
42577,trehundrede og fire; nihundrede og syvoghalvtreds,1
42578,syvhundrede og syvogfirs; nihundrede og otteogtredive,1
42579,syvhundrede og syvoghalvtreds; syvhundrede og tretten,0
42580,trehundrede og fireoghalvtreds; ethundrede og otteoghalvfems,0
42581,femhundrede og niogfirs; ottehundrede og fireoghalvfjerds,1
42582,ethundrede og femogfyrre; ethundrede og otteogtyve,0
42583,otteoghalvfems; trehundrede og niogtyve,1
42584,nihundrede og niogfirs; firehundrede og halvtreds,0
42585,femhundrede og seksten; tohundrede og femogfyrre,0
42586,sekshundrede og enoghalvtreds; syvhundrede og otteogfyrre,1
42587,firehundrede og tre; syvhundrede og femoghalvtreds,1
42588,nihundrede og otteogtredive; treoghalvfjerds,0
42589,syvhundrede og seksogtyve; tohundrede og otteogtreds,0
42590,syvhundrede; nihundrede og otteogtreds,1
42591,ottehundrede og fireogtredive; femhundrede og seksogtyve,0
42592,firehundrede og tyve; ethundrede og syvoghalvfems,0
42593,ethundrede og seks; ethundrede og syvogfirs,1
42594,ethundrede og otteogfirs; nihundrede og fireogtredive,1
42595,ottehundrede og fire; trehundrede og treogtreds,0
42596,trehundrede og fireoghalvtreds; firehundrede og sytten,1
42597,nihundrede og seksoghalvtreds; tohundrede og halvtreds,0
42598,trehundrede og femogfyrre; tohundrede og otteoghalvtreds,0
42599,ethundrede og enogfyrre; nihundrede og syvogfyrre,1
42600,femhundrede og otte; femhundrede og sytten,1
42601,nihundrede og syvoghalvfjerds; femhundrede og otte,0
42602,tohundrede og et; syvhundrede og enoghalvfems,1
42603,nihundrede og nitten; trehundrede og niogtredive,0
42604,trehundrede og femogfyrre; tohundrede og tooghalvtreds,0
42605,nihundrede og tre; firehundrede og et,0
42606,firehundrede og otteogtredive; syvhundrede og toogfirs,1
42607,trehundrede og halvfems; femhundrede og syvogtredive,1
42608,femhundrede og otteoghalvfems; otteogtredive,0
42609,syvhundrede og seksoghalvfems; trehundrede og toogfyrre,0
42610,fireogfirs; sekshundrede og otteogtreds,1
42611,ethundrede og to; syvhundrede og seksoghalvtreds,1
42612,seksogtredive; femhundrede og toogfyrre,1
42613,ottehundrede og tyve; ethundrede og fireoghalvfems,0
42614,firehundrede og otteoghalvfems; ethundrede og niogfirs,0
42615,trehundrede og otteogfirs; firehundrede og fjorten,1
42616,tohundrede og tooghalvfems; tohundrede og fyrre,0
42617,firehundrede og seksogtredive; nihundrede og syvogtreds,1
42618,femhundrede og to; trehundrede og et,0
42619,tre; sekshundrede og syvogtyve,1
42620,nihundrede og treogtyve; enoghalvtreds,0
42621,trehundrede og otteogfirs; nihundrede og fireogfirs,1
42622,trehundrede og fireogtyve; fire,0
42623,nihundrede og treogtredive; firehundrede og tooghalvtreds,0
42624,ethundrede og fireogfyrre; trehundrede og nioghalvfems,1
42625,sekshundrede og treogfyrre; ottehundrede og otteoghalvtreds,1
42626,ottehundrede og tredive; ottehundrede og fireoghalvfems,1
42627,fireogtreds; treoghalvfjerds,1
42628,trehundrede og treoghalvfems; ethundrede,0
42629,ottehundrede og enogtreds; syvhundrede og fireoghalvfems,0
42630,tohundrede og niogtredive; firehundrede og syvogtyve,1
42631,trehundrede og enoghalvfems; trehundrede og treds,0
42632,syvhundrede og syv; fjorten,0
42633,tohundrede og fireogtreds; sekshundrede,1
42634,femten; fireogtyve,1
42635,tohundrede og seksogtyve; niogtyve,0
42636,firehundrede og seksogtreds; syvhundrede og femoghalvtreds,1
42637,syvhundrede og syvoghalvfems; syvhundrede og syvogtredive,0
42638,syvhundrede og tooghalvfems; seksogfyrre,0
42639,ethundrede og enoghalvtreds; syvhundrede og otteogtredive,1
42640,firehundrede og seksoghalvfems; nihundrede og niogfirs,1
42641,femhundrede og tretten; ottehundrede og fireoghalvfems,1
42642,ethundrede og enoghalvfems; tohundrede og tyve,1
42643,femhundrede og treogtredive; ethundrede og et,0
42644,sekshundrede og enogfyrre; seksogfirs,0
42645,ethundrede og niogtredive; firehundrede og treogfyrre,1
42646,tohundrede og femoghalvfjerds; trehundrede og niogfirs,1
42647,sekshundrede og fireogtreds; tohundrede og toogfyrre,0
42648,syvhundrede og seks; sekshundrede og enogtyve,0
42649,firehundrede og nioghalvfems; niogtredive,0
42650,femhundrede og seksogtredive; femoghalvtreds,0
42651,nihundrede; nihundrede og tredive,1
42652,seksoghalvfjerds; ottehundrede og to,1
42653,sekshundrede og seks; trehundrede og tyve,0
42654,firehundrede og treogfirs; ethundrede og fireoghalvfems,0
42655,syvhundrede og fireogfirs; firehundrede og tooghalvtreds,0
42656,trehundrede og nitten; ethundrede og treoghalvtreds,0
42657,nihundrede og fireogtyve; otteogfyrre,0
42658,femhundrede og otteogfirs; syvhundrede og to,1
42659,firehundrede; firehundrede og tooghalvfjerds,1
42660,syvhundrede og syv; femhundrede og et,0
42661,femhundrede og seks; toogtyve,0
42662,trehundrede og atten; tohundrede og enogtreds,0
42663,femhundrede og niogfirs; tohundrede og nitten,0
42664,ethundrede og fireogfirs; otteogtyve,0
42665,trehundrede og treoghalvtreds; firehundrede og sytten,1
42666,femhundrede og femogfirs; firehundrede og fireogtyve,0
42667,trehundrede og niogtyve; ottehundrede og niogtreds,1
42668,femhundrede og fjorten; syv,0
42669,syvhundrede og nitten; nihundrede og nioghalvtreds,1
42670,sekshundrede og tretten; ethundrede og firs,0
42671,syvhundrede og otteoghalvfjerds; ottehundrede og syvoghalvfems,1
42672,ni; syvhundrede og enogfirs,1
42673,ettusind; ethundrede og fire,0
42674,sekshundrede og enogfirs; femhundrede og otteogfirs,0
42675,tohundrede og femogfyrre; ottehundrede og femogfirs,1
42676,ethundrede og elleve; trehundrede og fireogtreds,1
42677,firehundrede og treoghalvfjerds; tohundrede og niogtreds,0
42678,femhundrede og fireoghalvfjerds; sekshundrede og firs,1
42679,firehundrede og tooghalvfems; sekshundrede og fem,1
42680,syvhundrede og fire; trehundrede og otteoghalvfjerds,0
42681,ethundrede og niogfyrre; ottehundrede og otteoghalvtreds,1
42682,tohundrede og enogtredive; ottehundrede og halvfems,1
42683,syvhundrede og seks; tohundrede og fireoghalvfjerds,0
42684,firehundrede og toogfirs; nihundrede og syv,1
42685,trehundrede og fem; nihundrede og fireoghalvtreds,1
42686,syvhundrede og halvfems; syvhundrede og otteogfyrre,0
42687,tohundrede og seksoghalvtreds; ottehundrede og seksoghalvfems,1
42688,trehundrede og femogfyrre; ottehundrede og tooghalvfjerds,1
42689,trehundrede og sytten; trehundrede og seksoghalvfems,1
42690,nihundrede og syvogtredive; enogfirs,0
42691,syvogtyve; syvhundrede og treogtredive,1
42692,nitten; firehundrede og femogfyrre,1
42693,ethundrede og enogtredive; trehundrede og toogfyrre,1
42694,femhundrede; trehundrede og seksogfirs,0
42695,treogtyve; ethundrede og fem,1
42696,ottehundrede og toogfyrre; ottehundrede og halvtreds,1
42697,ottehundrede og fire; firehundrede og et,0
42698,ethundrede og ti; nihundrede og nioghalvtreds,1
42699,tohundrede og seksten; syvhundrede og syvoghalvfjerds,1
42700,tohundrede og treds; nihundrede og seksten,1
42701,tohundrede og fireogtreds; firehundrede og otteoghalvfjerds,1
42702,ethundrede og fireogtreds; fire,0
42703,tohundrede og fireogtyve; firehundrede og enogfirs,1
42704,trehundrede og femogtredive; nihundrede og enoghalvtreds,1
42705,tohundrede og nitten; nihundrede og otteoghalvfems,1
42706,femhundrede og otteogtreds; ethundrede og niogfyrre,0
42707,firehundrede og seks; firehundrede og nioghalvfems,1
42708,ethundrede og nioghalvfems; firehundrede og femogtredive,1
42709,ottehundrede og fjorten; trehundrede og syvogfyrre,0
42710,firehundrede og fireoghalvfjerds; tohundrede og femogfirs,0
42711,seksoghalvtreds; ethundrede og tredive,1
42712,nihundrede og fireoghalvfems; femhundrede og tredive,0
42713,ethundrede og ni; firehundrede og seksogtyve,1
42714,femhundrede og sytten; sekshundrede og femogfyrre,1
42715,trehundrede og otteoghalvfjerds; firehundrede og femogfirs,1
42716,ethundrede og treogtredive; syvhundrede og nitten,1
42717,ottehundrede og tre; ottehundrede og seksogfirs,1
42718,firehundrede og treogfyrre; ottehundrede og femoghalvtreds,1
42719,trehundrede og syvogfyrre; ni,0
42720,ottehundrede og enogtreds; ottehundrede og toogfyrre,0
42721,trehundrede og otteogfyrre; sekshundrede og firs,1
42722,trehundrede og treogfyrre; tohundrede og tooghalvfems,0
42723,firehundrede og treoghalvtreds; syvhundrede og fjorten,1
42724,trehundrede og seksogtredive; ottehundrede og niogtreds,1
42725,sekshundrede og fireoghalvfems; firehundrede og tooghalvfjerds,0
42726,trehundrede og treogtyve; firehundrede og niogtredive,1
42727,firehundrede og syvoghalvfjerds; tohundrede og enogfyrre,0
42728,trehundrede og otteoghalvfjerds; ottehundrede og fireoghalvfjerds,1
42729,nihundrede og otteoghalvfjerds; syvhundrede og halvtreds,0
42730,ethundrede og nioghalvfjerds; nihundrede og tooghalvfjerds,1
42731,tohundrede og treogtreds; sekshundrede og otteoghalvfems,1
42732,nihundrede og sytten; ethundrede og syvogfirs,0
42733,trehundrede og otteoghalvfjerds; trehundrede og otteoghalvtreds,0
42734,trehundrede og fjorten; femhundrede og seksoghalvfems,1
42735,firehundrede og otteoghalvtreds; ottehundrede og niogfyrre,1
42736,nihundrede og treogfirs; sekshundrede og fireoghalvfjerds,0
42737,nihundrede og femogfyrre; trehundrede og otteoghalvtreds,0
42738,nihundrede og nioghalvtreds; femhundrede og enogtyve,0
42739,ottehundrede og femoghalvtreds; trehundrede og enogtreds,0
42740,ethundrede og otte; ethundrede og seks,0
42741,firehundrede og tredive; nihundrede og syvoghalvfems,1
42742,tohundrede og fireogtreds; sekshundrede og fjorten,1
42743,ottehundrede og syv; nihundrede og enogtyve,1
42744,sekshundrede og tooghalvfjerds; trehundrede og toogfirs,0
42745,ethundrede og otteogtredive; syvhundrede og nitten,1
42746,firehundrede og fireoghalvtreds; sekshundrede og femogtreds,1
42747,tohundrede og femogtredive; nihundrede og niogtreds,1
42748,trehundrede og syvogfirs; sekshundrede og seksten,1
42749,femhundrede og treoghalvfems; syvhundrede og otteogtyve,1
42750,syvhundrede og seksogtreds; trehundrede og tooghalvtreds,0
42751,syvhundrede og syvoghalvfems; trehundrede og toogtyve,0
42752,nihundrede og seksoghalvfems; tohundrede og halvfjerds,0
42753,nihundrede og sytten; femhundrede og enogtreds,0
42754,femhundrede og enoghalvfems; ottehundrede og syvogtreds,1
42755,nihundrede og femten; enoghalvtreds,0
42756,nihundrede og seksogfyrre; ottehundrede og niogtredive,0
42757,femhundrede og otte; femhundrede og niogfirs,1
42758,nihundrede og tyve; firehundrede og treogfyrre,0
42759,halvfjerds; ottehundrede og sytten,1
42760,femhundrede og enogtreds; syvhundrede og seksogtreds,1
42761,firehundrede og fyrre; nihundrede og fireoghalvfjerds,1
42762,tohundrede og otteoghalvfems; femhundrede og tretten,1
42763,nihundrede og syvogtyve; sekshundrede og otteogtyve,0
42764,fireogtredive; sekshundrede og syvogfyrre,1
42765,ottehundrede og tolv; ottehundrede og toogfyrre,1
42766,trehundrede og syvogtyve; trehundrede og niogtredive,1
42767,femhundrede og fireogtreds; trehundrede og otteoghalvtreds,0
42768,ottehundrede og fireoghalvtreds; firehundrede og otteoghalvfems,0
42769,syvhundrede og niogtredive; ottehundrede og treogfirs,1
42770,fireogtreds; tohundrede og ni,1
42771,trehundrede og treoghalvtreds; femhundrede og ni,1
42772,syvhundrede og tre; nihundrede og treds,1
42773,firehundrede og tooghalvfems; firehundrede og otteogfyrre,0
42774,tohundrede og fireogfyrre; femhundrede og syvoghalvfjerds,1
42775,seksogtyve; femhundrede og femogfyrre,1
42776,ottehundrede og tooghalvfjerds; trehundrede og otteoghalvtreds,0
42777,nihundrede og femoghalvtreds; ottehundrede og tredive,0
42778,trehundrede og syvogfirs; seksogtreds,0
42779,tohundrede og femoghalvtreds; sekshundrede og fireoghalvtreds,1
42780,syvhundrede og atten; tyve,0
42781,sekshundrede og niogfyrre; femhundrede og niogfyrre,0
42782,sekshundrede og seksogfirs; ottehundrede og treogtyve,1
42783,sekshundrede og syvogfyrre; ottehundrede og toogfyrre,1
42784,femhundrede og femogtreds; femhundrede og toogtyve,0
42785,trehundrede og seksogtredive; sekshundrede og fireogfyrre,1
42786,tohundrede og sytten; ottehundrede og niogfyrre,1
42787,enogtyve; niogtredive,1
42788,nihundrede og niogtyve; firehundrede og syv,0
42789,syvhundrede og toogtyve; femhundrede og seksoghalvfems,0
42790,trehundrede og femogfirs; ethundrede og fem,0
42791,syvhundrede og elleve; nihundrede og enoghalvtreds,1
42792,femhundrede og halvtreds; tre,0
42793,nihundrede og seksoghalvtreds; ottehundrede og syvogtreds,0
42794,tohundrede og enoghalvfems; firehundrede og fireoghalvtreds,1
42795,ottehundrede og fem; sekshundrede og tooghalvtreds,0
42796,ottehundrede og sytten; sekshundrede og tooghalvfems,0
42797,nihundrede og toogfyrre; syvhundrede og otteogtredive,0
42798,tohundrede og fireogtreds; syvhundrede og enogtyve,1
42799,nihundrede og seksogfirs; firehundrede og elleve,0
42800,ottehundrede og enoghalvtreds; nihundrede og fireoghalvtreds,1
42801,trehundrede og enoghalvfems; ottehundrede og seks,1
42802,nihundrede og otteogfirs; nihundrede og syvogtredive,0
42803,otteogtyve; femhundrede og treogfirs,1
42804,femhundrede og tolv; syvhundrede og halvtreds,1
42805,femhundrede og seksoghalvtreds; sekshundrede og enogtyve,1
42806,trehundrede og femoghalvfjerds; tohundrede og treoghalvfjerds,0
42807,nihundrede og femogfyrre; femhundrede og fem,0
42808,nihundrede og enogfyrre; tohundrede og halvfjerds,0
42809,firehundrede og syv; nihundrede og treogfirs,1
42810,nihundrede og ni; nihundrede og halvfjerds,1
42811,sekshundrede og fjorten; tohundrede og fem,0
42812,tretten; tohundrede og treoghalvtreds,1
42813,syvhundrede og syv; ottehundrede og femogfyrre,1
42814,trehundrede og seks; firehundrede og niogtredive,1
42815,tohundrede og fireogfyrre; nihundrede og fireoghalvfjerds,1
42816,femhundrede og elleve; sekshundrede og treogtredive,1
42817,ottehundrede og syvoghalvtreds; firehundrede og syvogtreds,0
42818,femhundrede og otteogfirs; trehundrede og syvoghalvtreds,0
42819,sekshundrede og femogfyrre; syvhundrede og seksogtredive,1
42820,ottehundrede og enoghalvfjerds; nihundrede og elleve,1
42821,trehundrede og fem; nihundrede og fireoghalvtreds,1
42822,ethundrede og femten; ethundrede og otteogfirs,1
42823,femhundrede og syvoghalvfjerds; trehundrede og sytten,0
42824,nihundrede og halvtreds; ethundrede og femten,0
42825,sekshundrede og atten; ethundrede og niogtredive,0
42826,tohundrede og fjorten; ethundrede og nioghalvtreds,0
42827,sekshundrede og toogfirs; ethundrede og syvoghalvtreds,0
42828,sekshundrede og syv; ethundrede og enogtredive,0
42829,ottehundrede og tretten; seksogfyrre,0
42830,ethundrede og syv; sekshundrede og fem,1
42831,ethundrede og femogtreds; ottehundrede og tolv,1
42832,syvhundrede og otteogtreds; firehundrede og seksoghalvtreds,0
42833,nihundrede og enogfirs; fireogfyrre,0
42834,sekshundrede og toogfyrre; femhundrede og treoghalvtreds,0
42835,ethundrede og seksogfyrre; ethundrede og seksoghalvfems,1
42836,femhundrede og seksoghalvfjerds; firehundrede og ni,0
42837,firehundrede og syvogtreds; tyve,0
42838,firehundrede og fireogtreds; trehundrede og treogtyve,0
42839,firehundrede og elleve; tohundrede og syvogtredive,0
42840,tohundrede og nioghalvfjerds; firehundrede og seksogfirs,1
42841,syvhundrede og halvfems; firehundrede og niogfirs,0
42842,syvhundrede og fyrre; nihundrede og treogfyrre,1
42843,nihundrede og treds; sekshundrede og enoghalvtreds,0
42844,sekshundrede og to; firehundrede og otteoghalvfjerds,0
42845,firehundrede og treoghalvtreds; sekshundrede og niogfirs,1
42846,ottehundrede og otteogtreds; syvhundrede og syvoghalvfems,0
42847,ottehundrede og treoghalvtreds; tohundrede og treoghalvfjerds,0
42848,femten; syvhundrede og syvogtredive,1
42849,nihundrede og seks; femhundrede og treoghalvfjerds,0
42850,ethundrede og seksoghalvfjerds; firehundrede og syvogtreds,1
42851,syvoghalvfjerds; nihundrede og otteogfyrre,1
42852,ethundrede og fjorten; syvhundrede og treoghalvfems,1
42853,tohundrede og tretten; firehundrede og nioghalvfjerds,1
42854,otteogtredive; fireogtredive,0
42855,firehundrede og nitten; trehundrede og otteogfyrre,0
42856,tooghalvfems; femhundrede og fireogfyrre,1
42857,ottehundrede og nitten; syvhundrede og enogfyrre,0
42858,firehundrede og tooghalvfjerds; enoghalvfjerds,0
42859,ottehundrede og niogfyrre; fyrre,0
42860,trehundrede og toogtyve; femhundrede og otteoghalvfems,1
42861,trehundrede og toogtredive; nihundrede og sytten,1
42862,firehundrede og halvtreds; femoghalvfems,0
42863,syvhundrede og fire; firehundrede og tre,0
42864,firehundrede og enogtreds; nihundrede og fjorten,1
42865,femhundrede og toogfirs; trehundrede og nitten,0
42866,sekshundrede og tyve; sekshundrede og syvogtyve,1
42867,trehundrede og femoghalvfjerds; sekshundrede og niogtredive,1
42868,syvhundrede og treds; nihundrede og ti,1
42869,firehundrede og toogfirs; ottehundrede og fem,1
42870,nihundrede og tooghalvtreds; firehundrede og tyve,0
42871,syvhundrede og niogfirs; fireoghalvtreds,0
42872,firehundrede og elleve; firehundrede og enogtyve,1
42873,trehundrede og nioghalvtreds; sekshundrede og femten,1
42874,nihundrede og tyve; syvhundrede og syvogfyrre,0
42875,seks; sekshundrede og syvogfyrre,1
42876,ottehundrede og tooghalvfjerds; syvhundrede og enoghalvfjerds,0
42877,ottehundrede og seks; ottehundrede og tredive,1
42878,ottehundrede og enoghalvtreds; syvhundrede og toogtredive,0
42879,trehundrede og fireoghalvfjerds; ottehundrede og seksogfyrre,1
42880,trehundrede og niogtreds; sekshundrede og niogtyve,1
42881,femhundrede og nitten; enogtredive,0
42882,otteogfyrre; trehundrede og femoghalvfems,1
42883,firehundrede og fireoghalvtreds; tooghalvfjerds,0
42884,nihundrede og enogtyve; femhundrede og to,0
42885,femten; syvhundrede og enoghalvfjerds,1
42886,trehundrede og treoghalvfems; trehundrede og seksten,0
42887,nihundrede og treogfirs; enogtredive,0
42888,tohundrede og otteogtredive; tohundrede og nitten,0
42889,femhundrede og fireoghalvtreds; trehundrede og niogfirs,0
42890,femhundrede og nioghalvfems; firehundrede og seksogtredive,0
42891,femoghalvtreds; tohundrede og seksogtredive,1
42892,ethundrede og treogtreds; tohundrede og nioghalvfems,1
42893,femhundrede og syvogfyrre; fjorten,0
42894,tohundrede og enoghalvfems; nihundrede og fem,1
42895,ottehundrede og otteoghalvtreds; ethundrede og elleve,0
42896,sekshundrede og seksogtyve; ethundrede og femoghalvfjerds,0
42897,treogfyrre; femhundrede og otteoghalvtreds,1
42898,sekshundrede og otte; syvhundrede og syvoghalvtreds,1
42899,femhundrede og femogtredive; sekshundrede og tooghalvtreds,1
42900,ethundrede og seksogtreds; sekshundrede og treogtyve,1
42901,femhundrede og otte; sekshundrede og toogfyrre,1
42902,syvhundrede og toogtredive; syvoghalvfems,0
42903,ottehundrede og seksten; syvhundrede og syvoghalvtreds,0
42904,ethundrede og seksogtyve; syvhundrede og fireogfirs,1
42905,nihundrede og fireogtreds; trehundrede og fireogtreds,0
42906,syvhundrede og nitten; tohundrede og fire,0
42907,ethundrede og otteoghalvfjerds; firehundrede og syvoghalvtreds,1
42908,sekshundrede og tredive; syvhundrede og enogtredive,1
42909,tohundrede og seksogtreds; nihundrede og seksogtreds,1
42910,trehundrede og otte; nioghalvtreds,0
42911,firehundrede og halvfjerds; trehundrede og nioghalvfjerds,0
42912,nihundrede og treds; tohundrede og seksoghalvtreds,0
42913,firehundrede og tyve; ottehundrede og nioghalvfjerds,1
42914,trehundrede og seksoghalvfems; elleve,0
42915,nihundrede og seksoghalvtreds; syvhundrede og syvoghalvfems,0
42916,ethundrede og fyrre; syvhundrede og femogtreds,1
42917,femhundrede og tooghalvtreds; nihundrede og halvtreds,1
42918,nihundrede og tre; syvhundrede og halvfems,0
42919,femhundrede og syvogtreds; nihundrede og otteogtyve,1
42920,nihundrede og nioghalvtreds; firehundrede og enogfirs,0
42921,syvogtreds; trehundrede og fjorten,1
42922,ottehundrede og niogtredive; syv,0
42923,trehundrede og niogtyve; ottehundrede og syvogtyve,1
42924,tredive; trehundrede og to,1
42925,sekshundrede og to; femogtredive,0
42926,femhundrede og seksogfirs; sekshundrede og femogtredive,1
42927,trehundrede og treoghalvtreds; sekshundrede og otteoghalvfems,1
42928,syvhundrede og enoghalvtreds; halvtreds,0
42929,trehundrede og syvogfirs; ethundrede og treoghalvfems,0
42930,ethundrede og otteogtyve; firehundrede og halvtreds,1
42931,tohundrede og enogtreds; tooghalvfjerds,0
42932,syvhundrede og treoghalvtreds; ethundrede og femten,0
42933,femhundrede og otteogtreds; syvhundrede og treogfirs,1
42934,ethundrede og seksoghalvtreds; sekshundrede og toogtreds,1
42935,sekshundrede og ti; tohundrede og fireogtyve,0
42936,nihundrede og halvfjerds; ottehundrede og seksoghalvfjerds,0
42937,femhundrede og tolv; firehundrede og femoghalvtreds,0
42938,sekshundrede og seksoghalvfjerds; ottehundrede og fireoghalvtreds,1
42939,femhundrede og ti; tohundrede og fem,0
42940,trehundrede og seksogfyrre; femhundrede og elleve,1
42941,ottehundrede og fyrre; sekshundrede og syvogtreds,0
42942,trehundrede og tooghalvtreds; trehundrede og treogfirs,1
42943,fireogtredive; syvhundrede og firs,1
42944,tohundrede og fireogtyve; sekshundrede og firs,1
42945,firehundrede og tre; tohundrede og tooghalvfems,0
42946,tohundrede og syvoghalvtreds; femhundrede og tooghalvtreds,1
42947,ethundrede; otteogtyve,0
42948,syvhundrede og tre; tohundrede og otteogfirs,0
42949,ottehundrede og otteogfyrre; ottehundrede og seksogfirs,1
42950,ottehundrede og enogfirs; femhundrede og enogfirs,0
42951,firehundrede og fireoghalvfjerds; trehundrede og treogfirs,0
42952,nihundrede og halvtreds; trehundrede og enogtredive,0
42953,femhundrede og seksogtreds; firehundrede og femoghalvfjerds,0
42954,femogfyrre; ettusind,1
42955,femhundrede og seksogfirs; syvhundrede og fem,1
42956,femhundrede og syvoghalvfems; trehundrede og treoghalvfems,0
42957,nihundrede og fireoghalvfems; nihundrede og enoghalvtreds,0
42958,ethundrede og seksoghalvtreds; firehundrede og treogtyve,1
42959,firehundrede og otteogtreds; ethundrede og tretten,0
42960,ethundrede og fireoghalvfjerds; tohundrede og fjorten,1
42961,nihundrede og nioghalvfjerds; femhundrede og fjorten,0
42962,femhundrede og syvoghalvfems; femhundrede og syvoghalvtreds,0
42963,syvhundrede og otteogtyve; toogtreds,0
42964,syvhundrede og femogtredive; tooghalvfems,0
42965,firehundrede og et; nihundrede og fire,1
42966,sekshundrede og tooghalvtreds; nihundrede og treoghalvtreds,1
42967,syvhundrede og treds; tohundrede og halvfjerds,0
42968,femhundrede og fireoghalvtreds; nihundrede og seksogtredive,1
42969,nihundrede og toogtreds; femhundrede og treogfirs,0
42970,trehundrede og otteoghalvtreds; trehundrede og femogtyve,0
42971,otteoghalvfjerds; femhundrede og syvogtredive,1
42972,femhundrede og fyrre; firehundrede og syv,0
42973,ottehundrede og enogtredive; firehundrede og niogtreds,0
42974,sekshundrede og treogtyve; nihundrede og enogtreds,1
42975,sekshundrede og fireoghalvfjerds; ottehundrede og seks,1
42976,tyve; firehundrede og enogfirs,1
42977,ottehundrede og seksten; trehundrede og enogfyrre,0
42978,trehundrede og tyve; tohundrede og toogtreds,0
42979,sekshundrede og fire; seksoghalvfems,0
42980,nihundrede og nioghalvfjerds; ottehundrede og firs,0
42981,tohundrede og toogfirs; ottehundrede og femogfyrre,1
42982,syvhundrede og treoghalvtreds; nihundrede og syvogtyve,1
42983,syvhundrede og treogtyve; firehundrede og fireogtyve,0
42984,ethundrede og syvoghalvfems; trehundrede og toogtredive,1
42985,syvhundrede og syvogfirs; ottehundrede og tredive,1
42986,firs; ottehundrede og tooghalvfems,1
42987,firehundrede og syvoghalvfjerds; trehundrede og enogfyrre,0
42988,tohundrede og otteoghalvtreds; nihundrede og tyve,1
42989,femhundrede og enogfirs; firehundrede og otteogtredive,0
42990,nihundrede og tyve; seksogtreds,0
42991,femhundrede og syvogtyve; femhundrede og niogfyrre,1
42992,firehundrede og fireogtredive; tohundrede og femogtyve,0
42993,toogfyrre; femhundrede og elleve,1
42994,sekshundrede og tyve; trehundrede og tooghalvfjerds,0
42995,sekshundrede og firs; syvhundrede og niogtredive,1
