,nums,labels
0,八百七十三; 五百三十九,0
38548,八百二十八; 九百四十四,1
38549,七百六十九; 百二,0
38550,三百七十四; 九百五十五,1
38551,四百六十; 八百七十七,1
38552,九百四十八; 七百五十六,0
38553,二百七十二; 四百九十五,1
38554,八百九十八; 二百九十八,0
38555,百六十三; 四百三十五,1
38556,四百五十二; 三百七十七,0
38557,九百八十八; 七百五,0
38558,四百二十七; 四百五十一,1
38559,九十九; 六百二十六,1
38560,三百三十六; 八百六十四,1
38561,百三十二; 九百十六,1
38562,八百九十七; 三百二十五,0
38563,八百九十一; 三百九十六,0
38564,四百六十四; 百五十七,0
38565,二百五十九; 六百十,1
38566,百九; 百九十六,1
38567,三百十三; 四百四十,1
38568,九百九十五; 八百五十五,0
38569,二百八十九; 四百二十,1
38570,七百九十五; 百三十六,0
38571,八百十; 二百八十,0
38572,四百十六; 三百三十四,0
38573,五百三十二; 三百二十七,0
38574,八百六十二; 八百七十九,1
38575,百七十九; 七百六十九,1
38576,五百八十四; 六百三,1
38577,三百三十七; 四百六十七,1
38578,七百三十九; 二百四,0
38579,百七十四; 百四十,0
38580,三十八; 二百,1
38581,九百八十六; 四百五十五,0
38582,三百二十九; 三百七十九,1
38583,六百八十九; 二百十六,0
38584,九; 九百四十一,1
38585,八百七十五; 二百五十八,0
38586,六百六十六; 五百三十一,0
38587,七百八十一; 五百二十七,0
38588,四百四十五; 四百二十八,0
38589,四百三十六; 九百九十五,1
38590,四百二十三; 二十六,0
38591,六百七十七; 百九十七,0
38592,百二十四; 四十九,0
38593,三百五十三; 六百三十九,1
38594,九百四十三; 百六十二,0
38595,百八十八; 九百五十五,1
38596,六百六十二; 五百五十七,0
38597,五百四十六; 二百九十,0
38598,九十八; 五百三十六,1
38599,九百九十九; 八百八十六,0
38600,三百六十五; 六百七十四,1
38601,二百四十一; 六百五十九,1
38602,百十三; 五百九十三,1
38603,七百九十三; 三百九十四,0
38604,二百三十八; 七百二十五,1
38605,五百一; 百七十三,0
38606,五百十一; 九百七十二,1
38607,二百九十八; 四百五十三,1
38608,五百五十八; 六百九十三,1
38609,六百六十五; 六百六十七,1
38610,百三十七; 百七,0
38611,百六十八; 六百五,1
38612,六百五十二; 三百三十六,0
38613,七百二十四; 八十八,0
38614,七百七十一; 三百五十九,0
38615,七百六十三; 三百四十八,0
38616,百三十四; 八百七,1
38617,四百; 五百八十五,1
38618,六百三十四; 八百九,1
38619,八百十八; 七百九十三,0
38620,四百九十六; 三百二十八,0
38621,六百二十; 六百六十三,1
38622,九百八十二; 九百四十四,0
38623,五百二十八; 八十一,0
38624,百二十五; 九百二十五,1
38625,五百七十九; 二百三十九,0
38626,百八十四; 五百九十二,1
38627,九百五十二; 七百七十四,0
38628,九十八; 二百二十三,1
38629,九百七十三; 九十三,0
38630,六百五十六; 二百四十八,0
38631,八百三; 四百十三,0
38632,三百九十五; 九百五十,1
38633,百八十; 二百,1
38634,二百七十九; 五十五,0
38635,十六; 六百九十五,1
38636,三百一; 五百十一,1
38637,四百七十一; 七十八,0
38638,三百九; 四百三十七,1
38639,五百四十九; 九百六十八,1
38640,百十三; 七百四十九,1
38641,三百八十八; 三百四十九,0
38642,八百二十五; 五百三十,0
38643,四百七十六; 七百六十四,1
38644,三十五; 九百七十九,1
38645,百二十四; 六百二十二,1
38646,七百二十二; 三百二十九,0
38647,九百四十九; 四百五十五,0
38648,五百三十九; 二百八十七,0
38649,八百三十八; 五百七十五,0
38650,三百六十二; 九百五十六,1
38651,二百三十四; 七百六十,1
38652,六百二十三; 三百五十三,0
38653,八百十七; 三百七十五,0
38654,六百十三; 三百八十四,0
38655,四百五十五; 八百九十六,1
38656,五百六十五; 五百九十七,1
38657,八百七十八; 三百三十四,0
38658,七百四十七; 八十六,0
38659,二百; 五百九十六,1
38660,百十八; 百三十九,1
38661,六百四十九; 七百三十六,1
38662,百六十八; 八,0
38663,百二十; 三百十六,1
38664,五十九; 六百三十一,1
38665,三百六十八; 三百二十五,0
38666,百四; 六百五十四,1
38667,九百八十二; 三百九十七,0
38668,四百九十; 二百十三,0
38669,六十四; 二十八,0
38670,七百五十九; 六百九十九,0
38671,八十九; 四百四十四,1
38672,百九十七; 百八十三,0
38673,七百八十八; 九百七十九,1
38674,百三十七; 七百四十六,1
38675,九百五十一; 五百七十三,0
38676,六百七十五; 三百四十六,0
38677,六百四十六; 六百九十四,1
38678,八百三十六; 四十四,0
38679,五百六十; 百九十二,0
38680,八百八十三; 百四十一,0
38681,七百十八; 四百八十二,0
38682,四百七十二; 九百五,1
38683,六百六十七; 四百九十三,0
38684,百六十四; 四百五十二,1
38685,三百四十八; 二百七十三,0
38686,四百八十二; 七百四十一,1
38687,五百九十四; 百九十二,0
38688,四百七十四; 九百四十七,1
38689,六十四; 五百五十一,1
38690,四百十八; 八百四十九,1
38691,七百九十二; 三百五十一,0
38692,八百; 七百四十三,0
38693,五百五十六; 七百四十三,1
38694,二百; 六百八十,1
38695,九百十九; 三百,0
38696,二百十五; 五百八十九,1
38697,七百八十三; 三百十九,0
38698,七百五十五; 六百五十五,0
38699,八百五十七; 四百八十一,0
38700,二百九十三; 七百二十,1
38701,六百三十; 三百二十五,0
38702,三百四; 六百四,1
38703,六百九十一; 九百六十七,1
38704,三百九十二; 五百五十四,1
38705,九百三十三; 八百九十,0
38706,五百三十八; 百八十三,0
38707,六百五十七; 四百八十四,0
38708,百五十九; 四十,0
38709,六百六十; 九百五十四,1
38710,百七十九; 四百二十五,1
38711,六百四十二; 五百三十七,0
38712,八百六十; 百六十五,0
38713,四十七; 九百六十九,1
38714,百七十一; 百四十三,0
38715,九百六十四; 四百六十一,0
38716,三百四十二; 百九,0
38717,七百十五; 百五十六,0
38718,三百六十八; 七百十八,1
38719,二百六十; 八十一,0
38720,七十一; 五百十四,1
38721,五百八; 百六十六,0
38722,七百四十二; 四百七十七,0
38723,四百四十五; 百九十三,0
38724,八百十五; 六百六十六,0
38725,八百九十八; 九百三十二,1
38726,五百七十八; 二十五,0
38727,八百五十六; 三百七十三,0
38728,二百五十九; 四百四十二,1
38729,八百八十九; 四十六,0
38730,百十四; 七百五十四,1
38731,二百十四; 百二十三,0
38732,九百十四; 七十九,0
38733,二百六十三; 八十八,0
38734,三百七十; 七百十五,1
38735,四百七; 八百七十一,1
38736,四百七十六; 二百四十三,0
38737,八百二; 二百七十八,0
38738,八百八十九; 六百八十七,0
38739,七百八十八; 五百二十六,0
38740,五百六十六; 百二十五,0
38741,九百; 三百五十,0
38742,五百九; 百六,0
38743,九十四; 二百四十九,1
38744,九百七; 五百三十,0
38745,百五十六; 八百三十三,1
38746,九百二十九; 七百五十,0
38747,三百十三; 七十五,0
38748,九百五十五; 五十六,0
38749,三百一; 九百七十,1
38750,九百八十七; 三百六十五,0
38751,四十一; 三百三十一,1
38752,三百五十五; 九百七十九,1
38753,百五十四; 七百八十,1
38754,二百五十五; 三百二十七,1
38755,二百五; 五百六十五,1
38756,二百五十三; 九十四,0
38757,九十一; 三百二十五,1
38758,五十六; 九百七十九,1
38759,二百十三; 三百六十一,1
38760,二百九十八; 九十二,0
38761,二百三十四; 九百六十三,1
38762,八百三十四; 四百四十七,0
38763,八百十五; 八百十二,0
38764,八百九十八; 八百九十三,0
38765,五百七十一; 六百三,1
38766,四百二十二; 九百九十九,1
38767,四百十二; 六百八十九,1
38768,百十五; 百四十六,1
38769,七百七十一; 五百二十五,0
38770,六百六十; 七百七十四,1
38771,五十三; 四百三十八,1
38772,四百五十二; 八百十八,1
38773,七百五; 八百八十三,1
38774,百七十一; 九百三十八,1
38775,百三十八; 百五十一,1
38776,八百三十七; 七百四十八,0
38777,三百三十七; 四十八,0
38778,六百三; 五百四十九,0
38779,二百十一; 二百九十五,1
38780,百十七; 三百十六,1
38781,四百八十二; 八百九,1
38782,四百五十二; 九百七十八,1
38783,三百三十一; 百四十二,0
38784,二百七十八; 六百七十二,1
38785,三百六十五; 六百二十,1
38786,六百五十六; 九百六十四,1
38787,八百三十二; 五百九十三,0
38788,六百二十四; 八百三十一,1
38789,九百六十七; 四百六十八,0
38790,三百六十七; 六百七十五,1
38791,八十五; 五百七十三,1
38792,九百八十四; 二百九十四,0
38793,六百十四; 七百八十一,1
38794,四百七十; 四百三十九,0
38795,二百二十九; 二百五十四,1
38796,九百八十七; 八百十七,0
38797,八百九; 八百十三,1
38798,五百八十九; 九百十三,1
38799,六百七; 九十六,0
38800,六百二十三; 三百九十九,0
38801,百九十; 八十五,0
38802,七百六十二; 七百三十二,0
38803,六百八十; 四百六,0
38804,四百八十二; 二十五,0
38805,四百八十四; 七百四十七,1
38806,九百三十七; 九百五十三,1
38807,百六; 六百九十二,1
38808,八百十一; 五百五十八,0
38809,百二十九; 七百十一,1
38810,百九十六; 四百七十七,1
38811,三百六十; 八百十,1
38812,八百六; 四百三,0
38813,九百五十二; 二百十四,0
38814,四百八十七; 八百三十四,1
38815,九百十三; 三百六十六,0
38816,八百九十四; 七十四,0
38817,百四十九; 七百八十六,1
38818,四百十六; 百五十二,0
38819,二百九; 五百二十六,1
38820,五百八十七; 二百十九,0
38821,六百九; 六百八十四,1
38822,三十一; 三百六十五,1
38823,三百十六; 二百三十七,0
38824,三百四十一; 五百七十二,1
38825,百八十九; 六百六,1
38826,七百七十三; 八十八,0
38827,三十五; 九百七十五,1
38828,四百六; 九百六十一,1
38829,九百二十; 七百六十二,0
38830,四百九十三; 百十,0
38831,四百七; 五百六十,1
38832,五百八十二; 四百四,0
38833,八百四; 四百二,0
38834,六百三十七; 三十,0
38835,八百十三; 六百七十八,0
38836,九百一; 四百五十八,0
38837,百二十一; 九百三十七,1
38838,百十六; 五百二十五,1
38839,四百九; 六百五十九,1
38840,百二十八; 三百八十二,1
38841,七百六十二; 三百三,0
38842,三百二十三; 八百八十八,1
38843,百五十二; 六十四,0
38844,七百七十四; 九百八十八,1
38845,百二十四; 七百七十三,1
38846,九百十二; 三百二十八,0
38847,八百三十九; 四百五十三,0
38848,二十; 二百九,1
38849,八百二; 七百六十三,0
38850,百七十六; 二百三十五,1
38851,二百二十六; 七百四,1
38852,三百; 十四,0
38853,百六十五; 百三十三,0
38854,二百八十; 二百五十,0
38855,六百三十三; 八百八十五,1
38856,八百八十; 八十九,0
38857,三百五十六; 七百四十五,1
38858,八百三十七; 八百九十七,1
38859,四百五十八; 四百六,0
38860,百四十三; 七百六十一,1
38861,七百五十五; 四百十二,0
38862,八百十五; 九百三,1
38863,百三十五; 三十三,0
38864,七百九十四; 三百六十九,0
38865,六百八十一; 四十,0
38866,四百二; 九百五,1
38867,三百七十三; 七百九十六,1
38868,三百十一; 四百五十九,1
38869,四百; 百三十五,0
38870,九百二十五; 三百三十,0
38871,百四; 四百三十六,1
38872,十七; 二百八十六,1
38873,七百五; 七十五,0
38874,八百八; 八百七十九,1
38875,百五十; 二百十五,1
38876,六百六十五; 五百六十三,0
38877,七百七十一; 九百五十九,1
38878,百七十四; 百六,0
38879,百八十六; 四百七十九,1
38880,四十五; 五百八十二,1
38881,三百五十一; 七十五,0
38882,七百四十五; 九百十二,1
38883,八百九十三; 四百四十五,0
38884,二百九十五; 二十四,0
38885,百六十一; 九百四十四,1
38886,二百六十九; 五百九十五,1
38887,百八十三; 五十二,0
38888,百九十四; 四百六十七,1
38889,四百四十七; 八百四十六,1
38890,二百五十; 百七十三,0
38891,三百三十; 六百九十一,1
38892,九百四; 五百五十五,0
38893,七百八十九; 二百七十八,0
38894,五十一; 二百二十九,1
38895,三百五; 六百七十九,1
38896,八百八十一; 百三十七,0
38897,五十五; 八百二十二,1
38898,四百九十六; 五百七十六,1
38899,五百五; 九百九,1
38900,九十八; 二百三十,1
38901,五百六十七; 四百二十二,0
38902,百六十六; 六百七十六,1
38903,五十八; 百五十七,1
38904,八百二; 五百十二,0
38905,四百十九; 九百三十一,1
38906,九百九十五; 百六十七,0
38907,六百一; 百二十五,0
38908,四百八十; 九百三十七,1
38909,五百十; 百二十三,0
38910,四百五十二; 四百八十四,1
38911,九百三十六; 三十七,0
38912,七十六; 五百七十二,1
38913,五百十七; 九十九,0
38914,五百三十七; 八百七十一,1
38915,九百四十八; 二百四十九,0
38916,二百二十一; 百九十二,0
38917,七百七; 二百五十二,0
38918,四百五十七; 七十八,0
38919,七百七十六; 百三十五,0
38920,九百十七; 七百七十一,0
38921,百六十六; 五百,1
38922,四百三十九; 九百十四,1
38923,五百二十四; 四百四十二,0
38924,九十三; 八百七十一,1
38925,八百六十六; 五百七十六,0
38926,六百六十四; 百六,0
38927,八百五十五; 七百九十二,0
38928,百十六; 百六十四,1
38929,八十三; 二百二十三,1
38930,百三十五; 四百八十一,1
38931,五百四十五; 三百四十五,0
38932,百八; 七百二十,1
38933,六百; 百九十一,0
38934,六百三十七; 九百二十三,1
38935,八百四; 五百三十三,0
38936,六百十六; 九百三,1
38937,九百四十八; 四百七,0
38938,三百九十九; 百三十二,0
38939,七百六十二; 五十六,0
38940,四百四十四; 六百二十五,1
38941,二百四十九; 五百九十四,1
38942,百十一; 七百二十七,1
38943,七百六十二; 三百六十一,0
38944,八百八十四; 六百十九,0
38945,五百四十; 九百七十四,1
38946,三百四十六; 百三十四,0
38947,九十六; 三百十六,1
38948,八百四十二; 六,0
38949,六百八十六; 百十三,0
38950,百十二; 九百一,1
38951,二百三十三; 三百十二,1
38952,百二十一; 二百二十六,1
38953,五百六十八; 五百九十三,1
38954,四百七十三; 八百五十一,1
38955,八百三十九; 五百五十一,0
38956,二十; 四十七,1
38957,五十六; 八百三十一,1
38958,九百六十四; 百八十八,0
38959,八; 七百十四,1
38960,九百三十七; 二百九十四,0
38961,七百八十九; 百十九,0
38962,六百三十六; 三百六十一,0
38963,五百五十六; 二百十三,0
38964,五百三十五; 百八十四,0
38965,七百四十八; 七百三十八,0
38966,二百六十二; 七百五十二,1
38967,八百五十七; 九百四十二,1
38968,八百五十二; 九百八十八,1
38969,九百十九; 六百七十五,0
38970,九百四十; 五百六,0
38971,五十五; 六百三十三,1
38972,五百三十; 七百三十一,1
38973,六百六十八; 六百三十三,0
38974,三百九十七; 三百六十四,0
38975,百十九; 八百五十五,1
38976,三百四十二; 六百四十二,1
38977,三百十九; 三十四,0
38978,六百九; 八百三,1
38979,百二十四; 五百三十四,1
38980,四百三十二; 百四十四,0
38981,九百一; 百五十,0
38982,三百一; 四百十六,1
38983,百四十二; 七百六十四,1
38984,百; 四百五十四,1
38985,六百六十一; 二十七,0
38986,八百二十五; 三十六,0
38987,四百九十七; 百二十九,0
38988,八百五; 五百七十一,0
38989,九百七十九; 八百二十二,0
38990,六百九十六; 五百八,0
38991,百七十二; 八百四,1
38992,五百二十五; 八十七,0
38993,四百九十五; 八百六,1
38994,六百十四; 七百一,1
38995,四百九十; 三十三,0
38996,七百八十; 八百三十一,1
38997,三百八十五; 八百,1
38998,百四十三; 四百二十,1
38999,二百四十六; 九百十七,1
39000,八百五十五; 六百三十五,0
39001,百七十一; 二百十九,1
39002,六百十; 七百五十六,1
39003,八百六十六; 八百十七,0
39004,二十; 八百七十六,1
39005,三百九十二; 八百八,1
39006,百; 二百八十七,1
39007,四百五十六; 七百八十七,1
39008,四百六十九; 二百二十二,0
39009,二百十三; 五百九十三,1
39010,九百; 九百九十二,1
39011,六百六十七; 六百三十三,0
39012,九百十六; 百三十一,0
39013,二百六十五; 三百四,1
39014,九百九十二; 八百十五,0
39015,七百七十六; 五百七十三,0
39016,八百十七; 六百四十,0
39017,九百五十八; 百二十八,0
39018,三百二十八; 四百二十,1
39019,四百二十; 四百五十八,1
39020,六百四十七; 五百三十七,0
39021,三百七十八; 八百七十八,1
39022,三百五十五; 五百五十七,1
39023,九百六十七; 百四十,0
39024,八百十一; 四百三十六,0
39025,二十五; 四百二十,1
39026,四百八十五; 八百四十二,1
39027,七十七; 三百八十四,1
39028,六百四十; 二百九十九,0
39029,百十; 四百七十八,1
39030,二十五; 二十四,0
39031,五百二十六; 九十五,0
39032,四百四十; 四百二十一,0
39033,七百三十五; 四百二十五,0
39034,五百六十九; 七百四十一,1
39035,二十; 二百九十六,1
39036,百三十八; 六百八十五,1
39037,五百六十四; 七百六十二,1
39038,二百七十九; 四百三十,1
39039,四百七十; 八百七十六,1
39040,四十一; 百七十五,1
39041,十四; 八百四十五,1
39042,四百六十三; 四百三十一,0
39043,九百六十二; 二百五十九,0
39044,二百五十九; 七百二十,1
39045,二百三十六; 八百十六,1
39046,八百五十三; 五百三十六,0
39047,百八十一; 八百八十八,1
39048,七百三十五; 九百六十,1
39049,五百八十八; 百十三,0
39050,三百四十一; 百七十,0
39051,九百七十九; 三百六十五,0
39052,九十一; 二百三十,1
39053,三百九十九; 六百五十九,1
39054,百五十二; 八百八十二,1
39055,五百十五; 六十三,0
39056,九百十三; 九百八十一,1
39057,四百三十六; 百九十,0
39058,四百六十七; 六百三十三,1
39059,六百九十四; 八百二十三,1
39060,四百二十; 四百三十一,1
39061,百十七; 六百二十七,1
39062,七百九十五; 八百九十九,1
39063,三百一; 六百八十,1
39064,七百三十五; 五百七十,0
39065,八百九十五; 七百九十九,0
39066,四十一; 千,1
39067,四百七十九; 八百六十八,1
39068,二百八十二; 九百二十一,1
39069,百八十九; 八百四十四,1
39070,十二; 五百五十四,1
39071,三百九十九; 八百五十,1
39072,九百八十九; 四百五十三,0
39073,五百二十三; 八百八十九,1
39074,六百四十三; 五百十七,0
39075,百三十; 九百十五,1
39076,七百三十六; 百十九,0
39077,五百十六; 三百九十,0
39078,九百一; 三百十四,0
39079,八百二十九; 六百十五,0
39080,九百七十一; 四百十五,0
39081,七百四; 八十七,0
39082,九百八十一; 七百十七,0
39083,五百三十八; 六百五十六,1
39084,三百八十三; 五百八十,1
39085,八百三十六; 七百八十九,0
39086,七百五; 七,0
39087,三百十二; 百二十九,0
39088,六百六十六; 六百二十五,0
39089,三百二; 二百五十二,0
39090,二百三十七; 二百二十三,0
39091,七百六十八; 五十七,0
39092,百五十五; 百八十六,1
39093,三百七十; 三百五十六,0
39094,四百四十五; 八十三,0
39095,八; 九百三十九,1
39096,二百四十七; 七百九,1
39097,七百七十四; 六百九十二,0
39098,八百九十二; 八百六十三,0
39099,二十二; 三百六十四,1
39100,二百五十一; 三百三十,1
39101,三百五十一; 四百五十二,1
39102,五百七十四; 八百二十二,1
39103,五百二十二; 七十八,0
39104,七百九十三; 六百四十九,0
39105,五百四十五; 七百四十三,1
39106,三百五十六; 三百二十五,0
39107,百八十三; 三百七十三,1
39108,六百三十八; 三百八十六,0
39109,二百五十八; 四百十八,1
39110,四百六十五; 五百四十三,1
39111,二百二十八; 五百六十一,1
39112,四百八十六; 九十四,0
39113,三百二十; 七百三十三,1
39114,八百六; 九百二,1
39115,三百八十三; 百七十四,0
39116,五百五十九; 百四十七,0
39117,三百二十七; 百五十五,0
39118,五十八; 七百五十七,1
39119,八百五十一; 七百三十,0
39120,五十八; 七百二十八,1
39121,九百二十九; 百二十一,0
39122,九; 二百七十二,1
39123,八百十六; 四百十,0
39124,八百三十八; 五百三十,0
39125,二十一; 八百六十四,1
39126,八百八十九; 七百二十一,0
39127,四百九十五; 四百四十五,0
39128,三百十四; 八百七十九,1
39129,四百二十四; 二十四,0
39130,六百五; 九百二十一,1
39131,五百八十八; 百,0
39132,七十; 六百六十七,1
39133,六十八; 七百四,1
39134,四百三十; 百十六,0
39135,四百五十二; 四百三十五,0
39136,七百二十七; 八十七,0
39137,八十四; 八百六十四,1
39138,百七十二; 三百九十七,1
39139,五百二十七; 七,0
39140,五百九十五; 八百二十八,1
39141,八百; 五百二十二,0
39142,五百四十八; 百九十九,0
39143,二百九十七; 二百四十五,0
39144,六百七; 七百七十六,1
39145,六百三十四; 四百六十六,0
39146,五百六十; 八十九,0
39147,四十; 二百七十九,1
39148,四百九十二; 四百四十六,0
39149,二百十三; 四百四,1
39150,五百三十七; 九百五十九,1
39151,九十三; 五百五十六,1
39152,四百二十四; 五百六十九,1
39153,二十一; 二百三十五,1
39154,九十七; 四百六十八,1
39155,七百十五; 百七十三,0
39156,四百三十八; 四百六十二,1
39157,三十七; 百三十二,1
39158,五十七; 七百二十三,1
39159,三百四; 百四十一,0
39160,二百五十五; 百十二,0
39161,八百十五; 八百五十六,1
39162,七百二十三; 七百六十六,1
39163,四百七十八; 五百四十一,1
39164,五百四十七; 八百十二,1
39165,七百八; 五百五十九,0
39166,七百七十六; 九十七,0
39167,四十八; 五十七,1
39168,五百七十五; 五百七十九,1
39169,三百三十三; 百七,0
39170,百八十九; 四百三十七,1
39171,三百二十九; 二百四,0
39172,六百六; 二百八,0
39173,二十六; 百五十九,1
39174,四十; 六百九十七,1
39175,八百七十三; 九百二十一,1
39176,百八十; 四百六十七,1
39177,二十九; 二百二十六,1
39178,二百八十八; 百四十九,0
39179,七十一; 九百六十四,1
39180,九百二十一; 七百二十四,0
39181,四百二十五; 百二十,0
39182,百五十一; 百四十二,0
39183,百四十六; 七百四十六,1
39184,四百六十七; 二百九十一,0
39185,五百五十八; 三百七十七,0
39186,八百八; 三百六十五,0
39187,七百十五; 五百二十六,0
39188,七百八十三; 八百八十,1
39189,九百二十六; 六十六,0
39190,七百九十二; 九百六,1
39191,九百三十一; 八百五十八,0
39192,八百四十一; 七百五十七,0
39193,三百二; 九百二十,1
39194,六十六; 五百二十九,1
39195,三百四十; 八百五十,1
39196,九百六十八; 三百三十一,0
39197,六百七十五; 四百二十三,0
39198,七百七十六; 百九十三,0
39199,九百; 三百四十五,0
39200,七百八十; 二百五十四,0
39201,六百三十三; 六百六十二,1
39202,七百七十九; 二百十五,0
39203,七百九十六; 五百二,0
39204,四百五十二; 五百七十二,1
39205,四百二十八; 四百七十九,1
39206,二百四十九; 百二十一,0
39207,四百四十一; 八百五十,1
39208,二百七十九; 三百十二,1
39209,二百六十五; 二百七十,1
39210,二百三十三; 七百十七,1
39211,七百二十四; 七百八十四,1
39212,七百三; 二十八,0
39213,八百十二; 六百六十九,0
39214,五十; 七百二,1
39215,百十四; 八百八十七,1
39216,九十七; 八百八十八,1
39217,三百七十三; 四百九十,1
39218,五百二十八; 五百二,0
39219,九百七十三; 八十四,0
39220,二十六; 二十一,0
39221,六百七十六; 八百九十三,1
39222,百五十一; 六百四十六,1
39223,四百二十九; 四百八十二,1
39224,二百二十一; 五百三十,1
39225,四十四; 二百八十一,1
39226,四十四; 百九十一,1
39227,四百六十; 百十八,0
39228,七十五; 六百九,1
39229,八百六十三; 三百四十七,0
39230,百三十八; 七百七十五,1
39231,六百九; 二百三十一,0
39232,二百八十三; 二百六十三,0
39233,八百四十九; 百四十四,0
39234,八百七十三; 二百六十八,0
39235,八十二; 八百三十九,1
39236,九百九; 六百八十,0
39237,五百四十二; 五百二十,0
39238,五百十; 八百三十六,1
39239,二百九十九; 九百九十,1
39240,百六十三; 八百二十三,1
39241,八十一; 三百二,1
39242,十二; 五十三,1
39243,六百九十一; 七百五,1
39244,四百四十七; 五百二十八,1
39245,五百二十五; 二百十九,0
39246,六百六十三; 五百六十七,0
39247,百十七; 二百四十,1
39248,二百五十六; 四百九十三,1
39249,六百九十三; 四百八十六,0
39250,三十七; 九百二十三,1
39251,百二十七; 七百六十八,1
39252,七百五十一; 六百七十九,0
39253,八百二十四; 二百四十三,0
39254,三百九十四; 四百二十八,1
39255,三百二十一; 八十二,0
39256,百四十二; 九十七,0
39257,九十; 四百四十,1
39258,六十; 九百八,1
39259,七百八十三; 九百四十七,1
39260,四百七十四; 四百六十,0
39261,三百九十三; 百五十九,0
39262,四百十二; 九百九十三,1
39263,四百五十; 百六十二,0
39264,九百十二; 五百八十六,0
39265,二百九十八; 八百十九,1
39266,三百九十; 八百一,1
39267,六百九十六; 六百七十一,0
39268,二百二; 四百六十,1
39269,十七; 四百九,1
39270,三百二十三; 二百五十八,0
39271,八十六; 六百八十九,1
39272,七十三; 九百四十九,1
39273,五十八; 八百四十,1
39274,四百十六; 十七,0
39275,六百十五; 九百十一,1
39276,八百五十二; 二百,0
39277,七百七十二; 九百五十六,1
39278,五百七十三; 四十九,0
39279,四百五十九; 三百四,0
39280,六百十三; 四百六十五,0
39281,九百二十五; 百四十八,0
39282,八百二; 六百五十三,0
39283,三十九; 百十九,1
39284,八百十六; 六百九十四,0
39285,四百二十一; 四百六十四,1
39286,五百六十; 二十七,0
39287,四百四十二; 四百九十一,1
39288,八百四十二; 八百六十三,1
39289,百七十一; 四百五十二,1
39290,四百八十七; 八百六十六,1
39291,四百六十四; 五百四,1
39292,二百二; 六百五十八,1
39293,四百八; 三百二十一,0
39294,百十九; 六百七十二,1
39295,六百十一; 九百七十,1
39296,九百五十五; 五百三十一,0
39297,六百二; 三百三十二,0
39298,六百七十三; 九百三十八,1
39299,六百九十四; 百四十二,0
39300,五百五十七; 六百九十七,1
39301,八百七十八; 八百二,0
39302,三百六十五; 三百七十,1
39303,八百二十八; 二百八十九,0
39304,八百四十四; 四百九,0
39305,五百五十五; 九百三十一,1
39306,二百四十四; 八十五,0
39307,八百四十七; 三百五十,0
39308,百八十七; 八百五十九,1
39309,三十; 七百六,1
39310,二百五; 七百三,1
39311,三百五十七; 六,0
39312,百五十八; 六百三十二,1
39313,四百五十九; 百四十七,0
39314,百二十二; 四百一,1
39315,百四十三; 三百十六,1
39316,六百四十四; 二百八,0
39317,四百八十六; 九百八十四,1
39318,三百四十一; 四百二十八,1
39319,五百三十七; 七百四十八,1
39320,五百十四; 五百四十二,1
39321,四百二十六; 八百二十一,1
39322,九百四十七; 二百四,0
39323,百七十三; 六百五十七,1
39324,七百四十三; 七百六十二,1
39325,四百七十五; 八百八十七,1
39326,二百七十七; 百二十八,0
39327,七百七十八; 九百五,1
39328,三百二十一; 二十四,0
39329,九百十四; 六百八十,0
39330,八百七十三; 二百八,0
39331,七百五十一; 四百三,0
39332,七百六十六; 百三十八,0
39333,九十五; 四百八,1
39334,三百六十五; 三十九,0
39335,七百十八; 四百二十,0
39336,五十七; 八百二十九,1
39337,三十一; 七百三十二,1
39338,四百三十一; 二百八十四,0
39339,七百二十三; 九十一,0
39340,三百三十九; 六百四十二,1
39341,八百三十四; 三百六十八,0
39342,九百九十八; 三百,0
39343,五百七十四; 三百四十八,0
39344,百三十七; 九百十七,1
39345,四百八十二; 四百四十三,0
39346,七百三十六; 六百五十八,0
39347,三百七十六; 七百五十七,1
39348,二百四十二; 三百三十一,1
39349,六十五; 七百三十一,1
39350,百; 四百九十六,1
39351,七十; 八百三十四,1
39352,八百二十二; 二百十六,0
39353,四百五十四; 七百四十二,1
39354,二百十八; 七百五,1
39355,三百六十六; 六百四十三,1
39356,三百三十七; 三百七十四,1
39357,三百四十一; 百十四,0
39358,五十一; 四百八十九,1
39359,五百十八; 六百五十九,1
39360,八百五十五; 五十五,0
39361,六百三十七; 五百三,0
39362,七百八十六; 四百十二,0
39363,三百二十四; 二百八十九,0
39364,三百六十; 二百六十五,0
39365,三百二十三; 六百九十四,1
39366,三百九十八; 三百三十三,0
39367,八百九十四; 九百九十四,1
39368,百四十; 五百二十五,1
39369,九百五十八; 六百四十七,0
39370,六; 五百九十九,1
39371,六百八十五; 八百三,1
39372,六百八十八; 九百十六,1
39373,四百八十一; 九十二,0
39374,八十一; 百四十七,1
39375,四百五十二; 百三十七,0
39376,七百八十九; 十一,0
39377,二百八十八; 五百八十五,1
39378,百五十八; 五百二十四,1
39379,五百三十二; 百二十一,0
39380,七百六十三; 七百七十二,1
39381,二百一; 三百八,1
39382,八百七十八; 七百三十七,0
39383,百五十八; 五百七十六,1
39384,八百四十七; 四百六十二,0
39385,六百二; 三百三十,0
39386,九百二十三; 九百五十二,1
39387,七百五十二; 百八十一,0
39388,七百十二; 九百六十五,1
39389,九百七十; 三百二十九,0
39390,九十八; 百三十一,1
39391,七百三十七; 八百八十八,1
